StockCode,Description,Total_Quantity_Sold,Total_Revenue,Avg_Price,First_Sale_Date,Last_Sale_Date,Num_Orders,Num_Countries_Sold,SKU_Demand_Velocity,Return_Rate,Average_Daily_Demand,Gross_Quantity,Return_Quantity,Net_Quantity,Product_Lifespan_Days,Safety_Stock,Reorder_Point,Inventory_Gap,Inventory_Status,Recommendation
20620,RED SPOTTY PASSPORT COVER,15,61.76,4.104285714285714,2009-12-02,2010-02-03,14,1,1.3636363636363635,-0.0,0.234375,-31.0,0.0,-31.0,64,1.640625,3.28125,34.28125,Restock Required,Order Immediately
20621,ECONOMY PASSPORT COVER ,207,451.67,2.3584848484848484,2009-12-02,2010-09-02,33,2,6.67741935483871,0.0,0.7527272727272727,372.0,0.0,372.0,275,5.269090909090909,10.538181818181817,-361.46181818181816,Sufficient Stock,Monitor Stock
20622,VIPPASSPORT COVER ,582,1127.59,2.634453125,2009-12-01,2011-12-05,128,6,5.388888888888889,0.0,0.7918367346938775,590.0,0.0,590.0,735,5.542857142857143,11.085714285714285,-578.9142857142857,Sufficient Stock,Monitor Stock
20652,BLUE SPOTTY LUGGAGE TAG ,1516,1027.29,1.410635838150289,2009-12-01,2011-12-08,172,8,11.572519083969466,0.0,2.05420054200542,1453.0,0.0,1453.0,738,14.37940379403794,28.75880758807588,-1424.2411924119242,Sufficient Stock,Monitor Stock
20653,CHERRY BLOSSOM LUGGAGE TAG,2004,528.77,1.3807407407407408,2009-12-02,2011-12-05,81,5,28.62857142857143,0.0,2.7302452316076296,1992.0,0.0,1992.0,734,19.111716621253407,38.223433242506815,-1953.7765667574931,Sufficient Stock,Monitor Stock
20654,FIRST CLASS LUGGAGE TAG ,398,505.41,1.3760330578512396,2009-12-01,2011-12-08,120,8,3.7196261682242993,0.0,0.5392953929539296,400.0,0.0,400.0,738,3.775067750677507,7.550135501355014,-392.449864498645,Sufficient Stock,Monitor Stock
20655,QUEEN OF SKIES LUGGAGE TAG,414,608.48,1.70125,2009-12-01,2011-12-04,189,4,2.7972972972972974,0.0,0.5640326975476839,421.0,0.0,421.0,734,3.9482288828337877,7.896457765667575,-413.10354223433245,Sufficient Stock,Monitor Stock
20657,TROPICAL LUGGAGE TAG,1877,726.47,1.3230508474576272,2009-12-01,2011-11-11,118,6,19.757894736842104,0.0,2.639943741209564,1867.0,0.0,1867.0,711,18.47960618846695,36.9592123769339,-1830.040787623066,Sufficient Stock,Monitor Stock
20658,RED SPOTTY LUGGAGE TAG,1584,2251.36,1.6826256983240224,2009-12-01,2011-09-26,353,9,6.6,0.0233009708737864,2.381954887218045,1545.0,36.0,1509.0,665,16.673684210526318,33.347368421052636,-1475.6526315789474,Sufficient Stock,Monitor Stock
20659,ECONOMY LUGGAGE TAG,369,533.51,1.5739285714285711,2009-12-01,2011-12-09,138,4,3.3545454545454545,0.0,0.4993234100135318,307.0,0.0,307.0,739,3.4952638700947225,6.990527740189445,-300.00947225981054,Sufficient Stock,Monitor Stock
20660,VIP LUGGAGE TAG ,71,88.75,1.25,2009-12-01,2010-08-01,26,2,3.736842105263158,0.0,0.290983606557377,34.0,0.0,34.0,244,2.036885245901639,4.073770491803278,-29.926229508196723,Sufficient Stock,Monitor Stock
20661,BLUE SPOTTY PURSE ,898,980.06,3.006048387096774,2009-12-01,2011-12-01,123,7,8.017857142857142,0.3933333333333333,1.2284541723666211,900.0,354.0,546.0,731,8.599179206566347,17.198358413132695,-528.8016415868673,Sufficient Stock,Monitor Stock
20662,FIRST CLASS HOLIDAY PURSE ,728,471.33,2.718571428571429,2009-12-06,2011-10-24,49,6,16.177777777777777,0.410958904109589,1.058139534883721,730.0,300.0,430.0,688,7.406976744186047,14.813953488372094,-415.1860465116279,Sufficient Stock,Monitor Stock
20663,QUEEN OF THE SKIES HOLIDAY PURSE ,1074,369.41,2.5777272727272726,2009-12-10,2011-10-17,44,4,26.85,0.4754253308128544,1.586410635155096,1058.0,503.0,555.0,677,11.104874446085672,22.209748892171344,-532.7902511078287,Sufficient Stock,Monitor Stock
20664,TROPICAL HOLIDAY PURSE ,57,155.41,2.712903225806452,2009-12-15,2011-08-30,31,1,1.9,0.0,0.0913461538461538,66.0,0.0,66.0,624,0.6394230769230766,1.2788461538461533,-64.72115384615384,Sufficient Stock,Monitor Stock
20665,RED SPOTTY PURSE ,1335,4256.34,3.814498567335244,2009-12-01,2011-12-09,348,17,5.318725099601593,0.0241509433962264,1.8064952638700944,1325.0,32.0,1293.0,739,12.645466847090661,25.290933694181323,-1267.7090663058186,Sufficient Stock,Monitor Stock
20666,ECONOMY HOLIDAY PURSE,911,412.4500000000001,2.408478260869565,2009-12-08,2011-07-20,46,4,21.69047619047619,0.4469273743016759,1.5440677966101697,895.0,400.0,495.0,590,10.808474576271188,21.616949152542375,-473.38305084745764,Sufficient Stock,Monitor Stock
20667,CHERRY BLOSSOM PURSE,40,108.69,2.6437500000000003,2009-12-17,2011-08-30,24,1,1.6666666666666667,0.0,0.0643086816720257,40.0,0.0,40.0,622,0.45016077170417995,0.9003215434083599,-39.09967845659164,Sufficient Stock,Monitor Stock
20668,DISCO BALL CHRISTMAS DECORATION,20951,2454.88,0.1656720430107526,2009-12-02,2011-12-09,367,7,102.70098039215686,0.0001437056907453,28.38888888888889,20876.0,3.0,20873.0,738,198.72222222222223,397.44444444444446,-20475.555555555555,Sufficient Stock,Monitor Stock
20669,RED HEART LUGGAGE TAG,797,1111.89,1.595590909090909,2009-12-02,2011-12-09,214,7,4.502824858757062,0.0,1.0799457994579946,759.0,0.0,759.0,738,7.559620596205963,15.119241192411925,-743.8807588075881,Sufficient Stock,Monitor Stock
20670,VIP HOLIDAY PURSE,694,378.85,2.8625000000000003,2009-12-08,2011-11-15,48,3,15.772727272727272,0.4635958395245171,0.980225988700565,673.0,312.0,361.0,708,6.861581920903955,13.72316384180791,-347.2768361581921,Sufficient Stock,Monitor Stock
20671,BLUE TEATIME PRINT BOWL ,786,1038.72,1.5767832167832168,2009-12-02,2010-12-09,143,5,6.390243902439025,0.0,2.1072386058981234,658.0,0.0,658.0,373,14.750670241286864,29.501340482573728,-628.4986595174263,Sufficient Stock,Monitor Stock
20672,PINK TEATIME PRINT BOWL,138,201.0,1.75,2009-12-02,2010-03-05,36,2,4.6,0.0,1.4680851063829787,61.0,0.0,61.0,94,10.27659574468085,20.5531914893617,-40.4468085106383,Sufficient Stock,Monitor Stock
20673,STRAWBERRIES PRINT BOWL,5,6.25,1.25,2009-12-01,2009-12-03,2,1,2.5,0.0,1.6666666666666667,11.0,0.0,11.0,3,11.666666666666668,23.333333333333336,12.333333333333336,Restock Required,Order Immediately
20674,GREEN SPOTTY BOWL,3412,4348.52,1.5062017167381974,2009-12-01,2011-12-08,463,16,10.33939393939394,0.0043327556325823,4.623306233062331,3462.0,15.0,3447.0,738,32.363143631436316,64.72628726287263,-3382.2737127371274,Sufficient Stock,Monitor Stock
20675,BLUE SPOTTY BOWL,6465,8067.83,1.507034383954155,2009-12-01,2011-12-08,693,22,16.122194513715712,0.0073026015518028,8.760162601626016,6573.0,48.0,6525.0,738,61.32113821138211,122.64227642276423,-6402.357723577235,Sufficient Stock,Monitor Stock
20676,RED SPOTTY BOWL,10475,13105.7,1.5504423868312758,2009-12-01,2011-12-08,966,23,22.006302521008404,0.0135831381733021,14.193766937669375,10675.0,145.0,10530.0,738,99.35636856368562,198.71273712737124,-10331.287262872629,Sufficient Stock,Monitor Stock
20677,PINK SPOTTY BOWL,7774,9798.06,1.5826007802340702,2009-12-01,2011-12-08,760,23,18.421800947867297,0.0017703591299949,10.533875338753388,7908.0,14.0,7894.0,738,73.73712737127371,147.47425474254743,-7746.525745257452,Sufficient Stock,Monitor Stock
20678,LARGE BLACK DIAMANTE HAIRSLIDE,4,6.6,1.65,2011-09-23,2011-09-23,1,1,4.0,0.0,4.0,4.0,0.0,4.0,1,28.0,56.0,52.0,Restock Required,Order Immediately
20679,EDWARDIAN PARASOL RED,6149,30020.97,6.662262569832403,2009-12-01,2011-12-09,715,16,15.971428571428572,0.0030986400413152,8.320703653585927,5809.0,18.0,5791.0,739,58.24492557510149,116.48985115020298,-5674.510148849797,Sufficient Stock,Monitor Stock
20680,PINK FLOWERS CHILDS UMBRELLA,6,19.5,3.25,2009-12-10,2010-01-22,4,1,1.5,-0.0,0.1363636363636363,-20.0,0.0,-20.0,44,0.9545454545454541,1.9090909090909083,21.909090909090907,Restock Required,Order Immediately
20681,PINK SPOTTY CHILDS UMBRELLA,1405,4757.15,3.8498250728862975,2009-12-01,2011-03-10,341,15,6.78743961352657,0.024199843871975,3.021505376344086,1281.0,31.0,1250.0,465,21.1505376344086,42.3010752688172,-1207.6989247311828,Sufficient Stock,Monitor Stock
20682,RED SPOTTY CHILDS UMBRELLA,3068,10171.31,3.8574704890387856,2009-12-01,2011-12-08,589,19,8.790830945558739,0.0181702263308893,4.157181571815718,3137.0,57.0,3080.0,738,29.100271002710024,58.20054200542005,-3021.79945799458,Sufficient Stock,Monitor Stock
20683,RAIN GIRL CHILDS UMBRELLA,1,3.25,3.25,2009-12-11,2009-12-11,1,1,1.0,-0.0,1.0,-42.0,0.0,-42.0,1,7.0,14.0,56.0,Restock Required,Order Immediately
20684,STRAWBERRY DREAM CHILDS UMBRELLA,580,1910.06,3.5827683615819206,2009-12-01,2011-07-22,176,8,4.055944055944056,0.0230326295585412,0.9682804674457428,521.0,12.0,509.0,599,6.7779632721202,13.5559265442404,-495.4440734557596,Sufficient Stock,Monitor Stock
20685,RED SPOTTY COIR DOORMAT,9783,66417.47,8.403582175925926,2009-12-01,2011-12-09,1725,19,18.25186567164179,0.0092175132752229,13.238159675236806,9981.0,92.0,9889.0,739,92.66711772665765,185.3342354533153,-9703.665764546684,Sufficient Stock,Monitor Stock
