StockCode,Description,Total_Quantity_Sold,Total_Revenue,Avg_Price,First_Sale_Date,Last_Sale_Date,Num_Orders,Num_Countries_Sold,SKU_Demand_Velocity,Return_Rate,Average_Daily_Demand,Gross_Quantity,Return_Quantity,Net_Quantity,Product_Lifespan_Days
17174,ASSTD RASTA KEY-CHAINS,36,15.120000000000001,0.42,2010-02-01,2011-11-24,7,3,6.0,0.0,0.054380664652567974,36.0,0.0,36.0,662
17178,FLAT PALM T-LIGHT HOLDER,133,156.65,1.234,2009-12-08,2010-09-16,24,1,5.782608695652174,0.0,0.46996466431095407,129.0,0.0,129.0,283
17181,CIRCLE OF FRIENDS CANDLE HOLDER,353,642.66,3.771641791044776,2009-12-01,2010-08-05,65,3,7.51063829787234,0.0,1.4233870967741935,318.0,0.0,318.0,248
18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,11396,1043.22,0.242972972972973,2009-12-02,2011-07-20,72,6,183.80645161290323,0.27939464493597205,19.120805369127517,8590.0,2400.0,6190.0,596
18010,ASSORTED FRAGRANCE BATH CONFETTI,64,30.16,0.5566666666666666,2009-12-01,2010-01-28,9,1,8.0,-0.0,1.0847457627118644,-708.0,0.0,-708.0,59
20615,BLUE SPOTTY PASSPORT COVER,637,1077.81,2.625306122448979,2009-12-01,2011-12-08,195,4,4.423611111111111,0.0,0.8631436314363143,652.0,0.0,652.0,738
20616,CHERRY BLOSSOM PASSPORT COVER,283,449.26,2.0985123966942147,2009-12-01,2011-12-08,121,2,2.8585858585858586,0.0,0.38346883468834686,287.0,0.0,287.0,738
20617,FIRST CLASS PASSPORT COVER ,498,992.99,2.3980952380952383,2009-12-02,2011-12-08,105,9,5.242105263157895,0.0,0.6757123473541384,466.0,0.0,466.0,737
20618,QUEEN OF THE SKIES PASSPORT COVER ,297,648.54,2.278905109489051,2009-12-01,2011-12-06,137,4,2.5384615384615383,0.0,0.40353260869565216,259.0,0.0,259.0,736
20619,TROPICAL PASSPORT COVER ,578,1014.42,2.341494845360825,2009-12-01,2011-12-05,194,6,3.6815286624203822,0.0,0.7863945578231293,584.0,0.0,584.0,735
20620,RED SPOTTY PASSPORT COVER,15,61.76,4.104285714285714,2009-12-02,2010-02-03,14,1,1.3636363636363635,-0.0,0.234375,-31.0,0.0,-31.0,64
20621,ECONOMY PASSPORT COVER ,207,451.67,2.3584848484848484,2009-12-02,2010-09-02,33,2,6.67741935483871,0.0,0.7527272727272727,372.0,0.0,372.0,275
20622,VIPPASSPORT COVER ,582,1127.59,2.634453125,2009-12-01,2011-12-05,128,6,5.388888888888889,0.0,0.7918367346938775,590.0,0.0,590.0,735
20652,BLUE SPOTTY LUGGAGE TAG ,1516,1027.29,1.410635838150289,2009-12-01,2011-12-08,172,8,11.572519083969466,0.0,2.05420054200542,1453.0,0.0,1453.0,738
20653,CHERRY BLOSSOM LUGGAGE TAG,2004,528.77,1.3807407407407408,2009-12-02,2011-12-05,81,5,28.62857142857143,0.0,2.7302452316076296,1992.0,0.0,1992.0,734
20654,FIRST CLASS LUGGAGE TAG ,398,505.41,1.3760330578512396,2009-12-01,2011-12-08,120,8,3.7196261682242993,0.0,0.5392953929539296,400.0,0.0,400.0,738
20655,QUEEN OF SKIES LUGGAGE TAG,414,608.48,1.70125,2009-12-01,2011-12-04,189,4,2.7972972972972974,0.0,0.5640326975476839,421.0,0.0,421.0,734
20657,TROPICAL LUGGAGE TAG,1877,726.47,1.3230508474576272,2009-12-01,2011-11-11,118,6,19.757894736842104,0.0,2.639943741209564,1867.0,0.0,1867.0,711
20658,RED SPOTTY LUGGAGE TAG,1584,2251.36,1.6826256983240224,2009-12-01,2011-09-26,353,9,6.6,0.02330097087378641,2.381954887218045,1545.0,36.0,1509.0,665
20659,ECONOMY LUGGAGE TAG,369,533.51,1.5739285714285713,2009-12-01,2011-12-09,138,4,3.3545454545454545,0.0,0.4993234100135318,307.0,0.0,307.0,739
20660,VIP LUGGAGE TAG ,71,88.75,1.25,2009-12-01,2010-08-01,26,2,3.736842105263158,0.0,0.29098360655737704,34.0,0.0,34.0,244
20661,BLUE SPOTTY PURSE ,898,980.0600000000001,3.006048387096774,2009-12-01,2011-12-01,123,7,8.017857142857142,0.3933333333333333,1.2284541723666211,900.0,354.0,546.0,731
20662,FIRST CLASS HOLIDAY PURSE ,728,471.33000000000004,2.718571428571429,2009-12-06,2011-10-24,49,6,16.177777777777777,0.410958904109589,1.058139534883721,730.0,300.0,430.0,688
20663,QUEEN OF THE SKIES HOLIDAY PURSE ,1074,369.41,2.5777272727272726,2009-12-10,2011-10-17,44,4,26.85,0.47542533081285443,1.586410635155096,1058.0,503.0,555.0,677
20664,TROPICAL HOLIDAY PURSE ,57,155.41,2.712903225806452,2009-12-15,2011-08-30,31,1,1.9,0.0,0.09134615384615384,66.0,0.0,66.0,624
20665,RED SPOTTY PURSE ,1335,4256.34,3.8144985673352436,2009-12-01,2011-12-09,348,17,5.318725099601593,0.024150943396226414,1.8064952638700946,1325.0,32.0,1293.0,739
20666,ECONOMY HOLIDAY PURSE,911,412.45000000000005,2.408478260869565,2009-12-08,2011-07-20,46,4,21.69047619047619,0.44692737430167595,1.5440677966101695,895.0,400.0,495.0,590
20667,CHERRY BLOSSOM PURSE,40,108.69,2.6437500000000003,2009-12-17,2011-08-30,24,1,1.6666666666666667,0.0,0.06430868167202572,40.0,0.0,40.0,622
20668,DISCO BALL CHRISTMAS DECORATION,20951,2454.88,0.16567204301075267,2009-12-02,2011-12-09,367,7,102.70098039215686,0.00014370569074535351,28.38888888888889,20876.0,3.0,20873.0,738
20669,RED HEART LUGGAGE TAG,797,1111.89,1.595590909090909,2009-12-02,2011-12-09,214,7,4.502824858757062,0.0,1.0799457994579946,759.0,0.0,759.0,738
20670,VIP HOLIDAY PURSE,694,378.85,2.8625000000000003,2009-12-08,2011-11-15,48,3,15.772727272727273,0.4635958395245171,0.980225988700565,673.0,312.0,361.0,708
20671,BLUE TEATIME PRINT BOWL ,786,1038.72,1.5767832167832168,2009-12-02,2010-12-09,143,5,6.390243902439025,0.0,2.1072386058981234,658.0,0.0,658.0,373
20672,PINK TEATIME PRINT BOWL,138,201.0,1.75,2009-12-02,2010-03-05,36,2,4.6,0.0,1.4680851063829787,61.0,0.0,61.0,94
20673,STRAWBERRIES PRINT BOWL,5,6.25,1.25,2009-12-01,2009-12-03,2,1,2.5,0.0,1.6666666666666667,11.0,0.0,11.0,3
20674,GREEN SPOTTY BOWL,3412,4348.52,1.5062017167381974,2009-12-01,2011-12-08,463,16,10.33939393939394,0.004332755632582322,4.623306233062331,3462.0,15.0,3447.0,738
20675,BLUE SPOTTY BOWL,6465,8067.83,1.507034383954155,2009-12-01,2011-12-08,693,22,16.122194513715712,0.00730260155180283,8.760162601626016,6573.0,48.0,6525.0,738
20676,RED SPOTTY BOWL,10475,13105.7,1.5504423868312758,2009-12-01,2011-12-08,966,23,22.006302521008404,0.013583138173302109,14.193766937669377,10675.0,145.0,10530.0,738
20677,PINK SPOTTY BOWL,7774,9798.06,1.5826007802340702,2009-12-01,2011-12-08,760,23,18.421800947867297,0.0017703591299949419,10.533875338753388,7908.0,14.0,7894.0,738
20678,LARGE BLACK DIAMANTE HAIRSLIDE,4,6.6,1.65,2011-09-23,2011-09-23,1,1,4.0,0.0,4.0,4.0,0.0,4.0,1
20679,EDWARDIAN PARASOL RED,6149,30020.97,6.662262569832403,2009-12-01,2011-12-09,715,16,15.971428571428572,0.0030986400413152006,8.320703653585927,5809.0,18.0,5791.0,739
20680,PINK FLOWERS CHILDS UMBRELLA,6,19.5,3.25,2009-12-10,2010-01-22,4,1,1.5,-0.0,0.13636363636363635,-20.0,0.0,-20.0,44
20681,PINK SPOTTY CHILDS UMBRELLA,1405,4757.15,3.8498250728862975,2009-12-01,2011-03-10,341,15,6.78743961352657,0.02419984387197502,3.021505376344086,1281.0,31.0,1250.0,465
20682,RED SPOTTY CHILDS UMBRELLA,3068,10171.31,3.8574704890387856,2009-12-01,2011-12-08,589,19,8.790830945558739,0.018170226330889386,4.157181571815718,3137.0,57.0,3080.0,738
20683,RAIN GIRL CHILDS UMBRELLA,1,3.25,3.25,2009-12-11,2009-12-11,1,1,1.0,-0.0,1.0,-42.0,0.0,-42.0,1
20684,STRAWBERRY DREAM CHILDS UMBRELLA,580,1910.06,3.5827683615819206,2009-12-01,2011-07-22,176,8,4.055944055944056,0.023032629558541268,0.9682804674457429,521.0,12.0,509.0,599
20685,RED SPOTTY COIR DOORMAT,9783,66417.47,8.403582175925926,2009-12-01,2011-12-09,1725,19,18.25186567164179,0.009217513275222924,13.238159675236806,9981.0,92.0,9889.0,739
20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,590,2002.84,3.713978494623656,2009-12-02,2011-12-08,186,8,3.831168831168831,0.01568627450980392,0.8005427408412483,510.0,8.0,502.0,737
20688,BEAUTY SPEED EXPRESSO CUPS,464,332.9,6.004545454545454,2009-12-04,2010-03-17,11,2,46.4,0.0,4.461538461538462,370.0,0.0,370.0,104
20689,RETRO SISTERS EXPRESSO CUPS,429,614.1,6.176585365853659,2009-12-07,2010-07-14,41,7,12.617647058823529,0.02586206896551724,1.95,464.0,12.0,452.0,220
20692,FLORAL ELEPHANT SOFT TOY,908,3682.76,4.892127659574468,2009-12-01,2010-09-08,139,6,9.869565217391305,0.002355712603062426,3.219858156028369,849.0,2.0,847.0,282
20693,FLORAL DINOSAUR GREEN,33,161.89000000000001,5.207777777777778,2009-12-02,2010-03-14,18,2,2.0625,0.25,0.32038834951456313,4.0,1.0,3.0,103
20694,FLORAL PINK MONSTER,166,622.33,4.398363636363636,2009-12-01,2011-11-22,54,5,3.608695652173913,0.07017543859649122,0.2299168975069252,57.0,4.0,53.0,722
20695,FLORAL BLUE MONSTER,142,604.58,4.856393442622951,2009-12-01,2011-11-17,61,4,3.227272727272727,0.03125,0.19804741980474197,128.0,4.0,124.0,717
20696,FLORAL SOFT CAR TOY,151,617.9399999999999,4.625666666666667,2009-12-02,2011-11-11,60,7,2.6491228070175437,0.0,0.21267605633802816,153.0,0.0,153.0,710
20697,LITTLE GREEN MONSTER SOFT TOY,40,96.6,2.507142857142857,2009-12-13,2011-11-23,21,1,2.0,0.0,0.05625879043600562,44.0,0.0,44.0,711
20698,LITTLE PINK MONSTER SOFT TOY,47,114.44999999999999,2.509090909090909,2010-01-17,2011-11-23,21,2,2.35,0.0,0.0695266272189349,107.0,0.0,107.0,676
20699,MOUSEY LONG LEGS SOFT TOY,294,797.9599999999999,3.062134831460674,2009-12-04,2011-12-05,88,6,4.027397260273973,0.0,0.4016393442622951,285.0,0.0,285.0,732
20700,GREEN CAT FLORAL CUSHION COVER ,420,1125.05,5.4233980582524275,2009-12-07,2011-09-28,103,3,5.384615384615385,0.006666666666666667,0.6354009077155824,300.0,2.0,298.0,661
20701,PINK CAT FLORAL CUSHION COVER ,353,721.49,4.416,2009-12-02,2011-06-30,50,3,10.382352941176471,0.0,0.6128472222222222,323.0,0.0,323.0,576
20702,PINK PADDED MOBILE,782,3296.7,4.303225806451613,2009-12-03,2011-10-26,245,17,4.159574468085107,0.013513513513513514,1.1284271284271283,814.0,11.0,803.0,693
20703,BLUE PADDED SOFT MOBILE,471,1993.47,4.2601775147928995,2009-12-01,2011-04-14,169,15,3.623076923076923,0.07289293849658314,0.942,439.0,32.0,407.0,500
20704,MR ROBOT SOFT TOY,361,1371.42,6.370875,2009-12-06,2011-12-09,80,9,5.640625,0.0110803324099723,0.49182561307901906,361.0,4.0,357.0,734
20705,MRS ROBOT SOFT TOY,273,996.19,5.42622641509434,2009-12-07,2011-12-06,53,7,5.46,0.003663003663003663,0.37397260273972605,273.0,1.0,272.0,730
20707,CRAZY DAISY HEART DECORATION,1613,1243.68,1.22405,2009-12-04,2011-12-05,199,7,10.753333333333334,0.004331683168316832,2.203551912568306,1616.0,7.0,1609.0,732
20711,JUMBO BAG TOYS ,12643,25719.13,2.726691943127962,2009-12-01,2011-12-01,1052,14,27.725877192982455,0.0030334477528538356,17.29548563611491,12527.0,38.0,12489.0,731
20712,JUMBO BAG WOODLAND ANIMALS,17710,37499.37,2.738984593837535,2009-12-01,2011-12-09,1415,20,35.850202429149796,0.014166384467772887,23.964817320703652,17718.0,251.0,17467.0,739
20713,JUMBO BAG OWLS,20814,40667.05,2.5839698113207543,2009-12-01,2011-12-09,1314,16,46.98419864559819,0.013268046122255567,28.16508795669824,18993.0,252.0,18741.0,739
20714,POSY SHOPPER BAG,1580,649.8199999999999,0.9467857142857142,2009-12-01,2010-01-12,28,2,112.85714285714286,0.0,36.74418604651163,1150.0,0.0,1150.0,43
20715,LITTLE FLOWER SHOPPER BAG,400,424.0,1.06,2010-01-07,2010-01-07,1,1,400.0,-7.2727272727272725,400.0,-55.0,400.0,-455.0,1
20716,PARTY FOOD SHOPPER BAG,1533,1925.04,1.4443373493975904,2009-12-01,2011-06-29,246,8,8.286486486486487,0.007529089664613279,2.6614583333333335,1461.0,11.0,1450.0,576
20717,STRAWBERRY SHOPPER BAG,6296,7767.48,1.5932549019607842,2009-12-04,2011-12-09,757,14,14.574074074074074,0.019709870703248186,8.554347826086957,6342.0,125.0,6217.0,736
20718,RED SPOTTY SHOPPER BAG,13353,17457.35,1.655369458128079,2009-12-01,2011-12-09,1213,18,26.080078125,0.004299799836904144,18.069012178619758,13489.0,58.0,13431.0,739
20719,WOODLAND CHARLOTTE BAG,24479,27598.42,1.1526611883691529,2009-12-01,2011-12-09,1573,18,45.75514018691589,0.005411255411255411,33.12449255751015,24948.0,135.0,24813.0,739
20721,OWLS CHARLOTTE BAG,1,0.85,0.85,2009-12-07,2009-12-07,1,1,1.0,0.0,1.0,2.0,0.0,2.0,1
20723,STRAWBERRY CHARLOTTE BAG,18296,20401.05,1.1350252343186733,2009-12-01,2011-12-09,1379,15,35.04980842911878,0.010116310522044902,24.757780784844385,18485.0,187.0,18298.0,739
20724,RED SPOTTY CHARLOTTE BAG,32197,35190.21,1.1019629810034095,2009-12-01,2011-12-09,2035,19,56.88515901060071,0.009877834877065575,43.56833558863329,32497.0,321.0,32176.0,739
20725,LUNCH BAG RED SPOTTY,40317,71106.29,2.0539255663430422,2009-12-01,2011-12-09,3056,21,67.87373737373737,0.022739485125299205,54.55615696887686,40942.0,931.0,40011.0,739
20726,LUNCH BAG WOODLAND,22118,38506.74,2.1123128205128205,2009-12-01,2011-12-09,1926,20,38.80350877192983,0.045426065162907266,29.929634641407308,22344.0,1015.0,21329.0,739
20727,LUNCH BAG  BLACK SKULL.,26678,45655.27,2.023109908409659,2009-12-01,2011-12-09,2351,19,46.075993091537136,0.044643515446435154,36.10013531799729,27126.0,1211.0,25915.0,739
20728,LUNCH BAG CARS BLUE,24596,42270.3,1.9748732663797226,2009-12-01,2011-12-09,2067,23,43.0,0.0460717749757517,33.28281461434371,24744.0,1140.0,23604.0,739
20729,RED SPOTTY CANDY BAG,5262,1778.12,1.4020661157024794,2009-12-01,2010-06-16,121,7,73.08333333333333,0.0045351473922902496,26.575757575757574,4851.0,22.0,4829.0,198
20730,STRAWBERRY CANDY BAG,2218,1011.7,1.0862745098039215,2009-12-01,2010-09-05,102,5,36.36065573770492,0.0056179775280898875,7.949820788530466,1958.0,11.0,1947.0,279
20731,POSY CANDY BAG,4142,1252.92,1.4024657534246574,2009-12-07,2011-06-20,73,3,61.82089552238806,0.012944222169922335,7.383244206773618,4249.0,55.0,4194.0,561
20733,GOLD MINI TAPE MEASURE ,1927,1452.2,0.8517627118644067,2009-12-03,2011-12-09,294,6,9.53960396039604,0.1529831718510964,2.614654002713704,1961.0,300.0,1661.0,737
20734,SILVER MINI TAPE MEASURE ,1592,1470.62,1.3161016949152542,2009-12-01,2011-04-06,117,7,15.607843137254902,0.0005980861244019139,3.2357723577235773,1672.0,1.0,1671.0,492
20735,BLACK MINI TAPE MEASURE ,1515,1540.29,1.20519801980198,2009-12-02,2011-12-06,202,2,9.967105263157896,0.0,2.061224489795918,1074.0,0.0,1074.0,735
20736,PINK MINI TAPE MEASURE ,290,233.5,0.8431578947368421,2009-12-02,2010-03-14,19,1,20.714285714285715,0.0,2.8155339805825244,485.0,0.0,485.0,103
20737,RED MINI TAPE MEASURE ,1,1.7,1.7,2009-12-02,2009-12-02,1,1,1.0,0.0,1.0,2.0,0.0,2.0,1
20738,GREEN MINI TAPE MEASURE ,1610,1301.72,0.9545945945945946,2009-12-03,2010-11-29,74,5,25.555555555555557,0.0,4.447513812154696,1454.0,0.0,1454.0,362
20739,*USB Office Glitter Lamp,1,8.65,8.65,2009-12-01,2009-12-01,1,1,1.0,0.0,1.0,1.0,0.0,1.0,1
20747,PICCADILLY TEA SET,683,9224.92,15.723703703703702,2009-12-01,2010-05-16,108,6,10.507692307692308,0.004711425206124852,4.089820359281437,849.0,4.0,845.0,167
