Date,Total_Revenue,Total_Quantity,Invoice_Count,SKU_Count,Avg_Price,Country_Diversity,Rolling_7_Day_Demand,Rolling_30_Day_Demand,Year,Quarter,Month,Day_Of_Week,Is_Weekend
2009-12-15,50262.29,27064.0,98.0,1025.0,3.953152784874808,3.0,21085.714285714286,22245.533333333333,2009,4,12,1,False
2009-12-16,52545.55,24891.0,98.0,1420.0,4.9611348632505505,5.0,22093.0,22410.875,2009,4,12,2,False
2009-12-17,30638.25,15413.0,104.0,1037.0,3.395726072607261,4.0,20926.428571428572,21999.235294117647,2009,4,12,3,False
2009-12-18,42470.29,17402.0,68.0,1119.0,5.376319960376424,6.0,20374.14285714286,21743.833333333332,2009,4,12,4,False
2009-12-19,0.0,0.0,0.0,0.0,5.376319960376424,0.0,20374.14285714286,20599.42105263158,2009,4,12,5,True
2009-12-20,11382.54,6245.0,34.0,464.0,3.060289389067524,3.0,19478.14285714286,19881.7,2009,4,12,6,True
2009-12-21,16322.95,8771.0,41.0,454.0,3.5096166666666666,4.0,14255.142857142857,19352.619047619046,2009,4,12,0,False
2009-12-22,28017.28,14478.0,45.0,1024.0,7.120803038524145,2.0,12457.142857142857,19131.045454545456,2009,4,12,1,False
2009-12-23,10849.35,4578.0,22.0,369.0,4.177323135755258,2.0,9555.285714285714,18498.304347826088,2009,4,12,2,False
2009-12-24,0.0,0.0,0.0,0.0,4.177323135755258,0.0,7353.428571428572,17727.541666666668,2009,4,12,3,False
2009-12-25,0.0,0.0,0.0,0.0,4.177323135755258,0.0,4867.428571428572,17018.44,2009,4,12,4,False
2009-12-26,0.0,0.0,0.0,0.0,4.177323135755258,0.0,4867.428571428572,16363.884615384615,2009,4,12,5,True
2009-12-27,0.0,0.0,0.0,0.0,4.177323135755258,0.0,3975.285714285714,15757.814814814816,2009,4,12,6,True
2009-12-28,0.0,0.0,0.0,0.0,4.177323135755258,0.0,2722.285714285714,15195.035714285714,2009,4,12,0,False
2009-12-29,0.0,0.0,0.0,0.0,4.177323135755258,0.0,654.0,14671.068965517241,2009,4,12,1,False
2009-12-30,0.0,0.0,0.0,0.0,4.177323135755258,0.0,0.0,14182.033333333333,2009,4,12,2,False
2009-12-31,0.0,0.0,0.0,0.0,4.177323135755258,0.0,0.0,13312.1,2009,4,12,3,False
2010-01-01,0.0,0.0,0.0,0.0,4.177323135755258,0.0,0.0,12251.966666666667,2010,1,1,4,False
2010-01-02,0.0,0.0,0.0,0.0,4.177323135755258,0.0,0.0,10611.266666666666,2010,1,1,5,True
2010-01-03,0.0,0.0,0.0,0.0,4.177323135755258,0.0,0.0,9904.266666666666,2010,1,1,6,True
2010-01-04,13445.800000000001,10646.0,29.0,479.0,2.8782666666666668,1.0,1520.857142857143,10088.5,2010,1,1,0,False
2010-01-05,19114.34,11296.0,36.0,620.0,3.264672586015538,1.0,3134.5714285714284,10080.6,2010,1,1,1,False
2010-01-06,8736.75,7459.0,14.0,249.0,3.2976288659793815,1.0,4200.142857142857,9730.733333333334,2010,1,1,2,False
2010-01-07,73039.89,40614.0,47.0,656.0,3.109541751527495,5.0,10002.142857142857,10313.1,2010,1,1,3,False
2010-01-08,30293.95,12695.0,45.0,500.0,5.899659090909091,4.0,11815.714285714286,10141.6,2010,1,1,4,False
2010-01-09,0.0,0.0,0.0,0.0,5.899659090909091,0.0,11815.714285714286,9355.633333333333,2010,1,1,5,True
2010-01-10,23597.85,13383.0,34.0,487.0,2.927695652173913,2.0,13727.57142857143,9092.8,2010,1,1,6,True
2010-01-11,37886.41,13980.0,56.0,1067.0,5.385900037579857,7.0,14203.857142857143,9558.8,2010,1,1,0,False
2010-01-12,40786.98,21264.0,39.0,766.0,3.454374412041392,3.0,15627.857142857143,9850.366666666667,2010,1,1,1,False
2010-01-13,22470.18,8835.0,30.0,902.0,5.508058561425844,4.0,15824.42857142857,8633.8,2010,1,1,2,False
2010-01-14,31550.9,13784.0,58.0,1038.0,4.338970315398886,3.0,11991.57142857143,8191.133333333333,2010,1,1,3,False
2010-01-15,13507.9,8419.0,46.0,430.0,3.162003129890454,6.0,11380.714285714286,7642.066666666667,2010,1,1,4,False
2010-01-16,0.0,0.0,0.0,0.0,3.162003129890454,0.0,11380.714285714286,7128.3,2010,1,1,5,True
2010-01-17,17393.2,9911.0,40.0,683.0,3.103528319405757,1.0,10884.714285714286,6878.6,2010,1,1,6,True
2010-01-18,21397.71,10333.0,40.0,1002.0,4.683127330847096,2.0,10363.714285714286,7223.033333333334,2010,1,1,0,False
2010-01-19,33233.881,15274.0,47.0,1065.0,4.256453749315819,5.0,9508.0,7524.0,2010,1,1,1,False
2010-01-20,19018.04,9477.0,37.0,761.0,5.254289568345325,3.0,9599.714285714286,7547.533333333334,2010,1,1,2,False
2010-01-21,27359.23,72900.0,48.0,732.0,3.0703324584426945,4.0,18044.85714285714,9494.933333333332,2010,1,1,3,False
2010-01-22,36786.17,18573.0,45.0,862.0,5.046867717614805,5.0,19495.428571428572,9961.433333333332,2010,1,1,4,False
2010-01-23,0.0,0.0,0.0,0.0,5.046867717614805,0.0,19495.428571428572,9961.433333333332,2010,1,1,5,True
2010-01-24,15930.84,8846.0,50.0,705.0,3.17893409275834,2.0,19343.285714285714,10256.3,2010,1,1,6,True
2010-01-25,22994.15,10038.0,57.0,905.0,4.169170702179177,3.0,19301.14285714286,10590.9,2010,1,1,0,False
2010-01-26,47166.99,22968.0,93.0,814.0,9.441220338983051,12.0,20400.285714285714,11356.5,2010,1,1,1,False
2010-01-27,28668.3,17837.0,56.0,870.0,4.127813121272366,4.0,21594.571428571428,11951.066666666668,2010,1,1,2,False
2010-01-28,19816.87,11243.0,56.0,717.0,2.976590524534687,2.0,12786.42857142857,12325.833333333334,2010,1,1,3,False
2010-01-29,28358.431,10162.0,49.0,689.0,11.615022589052996,2.0,11584.857142857143,12664.566666666668,2010,1,1,4,False
2010-01-30,0.0,0.0,0.0,0.0,11.615022589052996,0.0,11584.857142857143,12664.566666666668,2010,1,1,5,True
2010-01-31,18600.35,10735.0,53.0,793.0,2.7573426061493413,5.0,11854.714285714286,13022.4,2010,1,1,6,True
2010-02-01,19784.231,9251.0,66.0,833.0,4.4813174835406,6.0,11742.285714285714,13330.766666666666,2010,1,2,0,False
2010-02-02,21513.02,11094.0,46.0,734.0,3.4114247787610616,3.0,10046.0,13700.566666666668,2010,1,2,1,False
2010-02-03,21414.701,10285.0,49.0,856.0,4.113739343116702,6.0,8967.142857142857,13688.533333333333,2010,1,2,2,False
2010-02-04,22500.71,12798.0,64.0,819.0,3.171367924528302,4.0,9189.285714285714,13738.6,2010,1,2,3,False
2010-02-05,21844.6,10342.0,40.0,612.0,4.426940298507463,2.0,9215.0,13834.7,2010,1,2,4,False
2010-02-06,0.0,0.0,0.0,0.0,4.426940298507463,0.0,9215.0,12480.9,2010,1,2,5,True
2010-02-07,17026.83,11186.0,30.0,543.0,2.738955974842767,5.0,9279.42857142857,12430.6,2010,1,2,6,True
2010-02-08,17407.0,8616.0,60.0,784.0,4.454795763993949,4.0,9188.714285714286,12717.8,2010,1,2,0,False
2010-02-09,19618.82,10891.0,54.0,667.0,3.4016986564299425,4.0,9159.714285714286,12634.733333333334,2010,1,2,1,False
2010-02-10,9542.04,3761.0,31.0,615.0,4.693242924528302,4.0,8227.714285714286,12294.1,2010,1,2,2,False
2010-02-11,15080.27,9035.0,56.0,511.0,3.458195302843016,4.0,7690.142857142857,11886.466666666667,2010,1,2,3,False
2010-02-12,11380.41,7652.0,32.0,571.0,3.850807291666667,3.0,7305.857142857143,11847.033333333333,2010,1,2,4,False
2010-02-13,0.0,0.0,0.0,0.0,3.850807291666667,0.0,7305.857142857143,11387.566666666668,2010,1,2,5,True
2010-02-14,17785.58,10895.0,46.0,706.0,2.980225694444444,3.0,7264.285714285715,11470.1,2010,1,2,6,True
2010-02-15,42469.531,96425.0,45.0,567.0,4.681236842105264,6.0,19808.428571428572,14684.266666666666,2010,1,2,0,False
2010-02-16,31144.43,16711.0,61.0,1051.0,4.188381256656017,3.0,20639.85714285714,14910.933333333332,2010,1,2,1,False
2010-02-17,26512.72,25014.0,49.0,648.0,3.11604,3.0,23676.0,15400.3,2010,1,2,2,False
2010-02-18,35750.14,19853.0,63.0,773.0,2.8892313546423134,3.0,25221.428571428572,15552.933333333332,2010,1,2,3,False
2010-02-19,27225.01,12611.0,58.0,921.0,4.870383663366336,1.0,25929.85714285714,15657.4,2010,1,2,4,False
2010-02-20,0.0,0.0,0.0,0.0,4.870383663366336,0.0,25929.85714285714,13227.4,2010,1,2,5,True
2010-02-21,11394.731,5555.0,37.0,584.0,3.319493936052922,3.0,25167.0,12793.466666666667,2010,1,2,6,True
2010-02-22,26353.58,13427.0,48.0,666.0,3.3271906052393856,6.0,13310.142857142857,13241.033333333333,2010,1,2,0,False
2010-02-23,22651.17,11873.0,47.0,733.0,3.604411247803163,4.0,12619.0,13341.933333333332,2010,1,2,1,False
2010-02-24,33065.091,22454.0,63.0,782.0,3.8722873475609756,4.0,12253.285714285714,13755.8,2010,1,2,2,False
2010-02-25,46615.67,26312.0,67.0,856.0,3.3312508361204016,3.0,13176.0,13867.266666666666,2010,1,2,3,False
2010-02-26,16682.951,7419.0,36.0,684.0,4.727771983640082,2.0,12434.285714285714,13520.0,2010,1,2,4,False
2010-02-27,0.0,0.0,0.0,0.0,4.727771983640082,0.0,12434.285714285714,13145.233333333334,2010,1,2,5,True
2010-02-28,16741.49,8419.0,53.0,736.0,3.0625340817963114,3.0,12843.42857142857,13087.133333333333,2010,1,2,6,True
2010-03-01,25782.41,21448.0,58.0,777.0,3.750751494449189,4.0,13989.285714285714,13802.066666666668,2010,1,3,0,False
2010-03-02,26384.14,11897.0,55.0,929.0,4.3204440026507624,5.0,13992.714285714286,13840.8,2010,1,3,1,False
2010-03-03,34058.37,20381.0,63.0,1014.0,3.5457755581668624,6.0,13696.57142857143,14211.8,2010,1,3,2,False
2010-03-04,32298.39,18546.0,74.0,989.0,3.7293130990415335,5.0,12587.142857142857,14460.2,2010,1,3,3,False
2010-03-05,27536.73,18260.0,81.0,771.0,4.023706965572457,6.0,14135.857142857143,14726.033333333333,2010,1,3,4,False
2010-03-06,0.0,0.0,0.0,0.0,4.023706965572457,0.0,14135.857142857143,14299.433333333332,2010,1,3,5,True
2010-03-07,19805.55,10927.0,58.0,1076.0,3.4405790387955992,2.0,14494.142857142857,14318.933333333332,2010,1,3,6,True
2010-03-08,37254.31,15620.0,76.0,1042.0,4.954454828660436,6.0,13661.57142857143,14839.6,2010,1,3,0,False
2010-03-09,21999.6,12353.0,57.0,736.0,4.03501300954033,5.0,13726.714285714286,14878.5,2010,1,3,1,False
2010-03-10,27453.03,18013.0,61.0,924.0,4.005459807073954,4.0,13388.42857142857,15191.733333333334,2010,1,3,2,False
2010-03-11,24495.36,14179.0,48.0,839.0,4.173021243115657,2.0,12764.57142857143,15301.333333333334,2010,1,3,3,False
2010-03-12,21689.34,11029.0,36.0,646.0,4.049568584070796,5.0,11731.57142857143,15543.6,2010,1,3,4,False
2010-03-13,0.0,0.0,0.0,0.0,4.049568584070796,0.0,11731.57142857143,15242.433333333332,2010,1,3,5,True
2010-03-14,8947.9,4927.0,24.0,447.0,2.6819414483821262,2.0,10874.42857142857,15151.6,2010,1,3,6,True
2010-03-15,27587.701,15166.0,57.0,958.0,4.532176112126752,6.0,10809.57142857143,15657.133333333333,2010,1,3,0,False
2010-03-16,23955.88,12845.0,45.0,780.0,3.7028716744913925,4.0,10879.857142857143,15722.133333333333,2010,1,3,1,False
2010-03-17,30719.54,78859.0,48.0,768.0,3.2971961874503575,4.0,19572.14285714286,15136.6,2010,1,3,2,False
2010-03-18,41086.47,23659.0,86.0,840.0,3.900431423052157,5.0,20926.428571428572,15368.2,2010,1,3,3,False
2010-03-19,45641.61,13368.0,62.0,746.0,20.016026785714285,6.0,21260.571428571428,14980.0,2010,1,3,4,False
2010-03-20,0.0,0.0,0.0,0.0,20.016026785714285,0.0,21260.571428571428,14318.233333333334,2010,1,3,5,True
2010-03-21,20522.53,12281.0,56.0,795.0,2.855954716981132,3.0,22311.14285714286,14307.233333333334,2010,1,3,6,True
2010-03-22,25441.66,12821.0,56.0,859.0,3.9815109890109888,4.0,21976.14285714286,14734.6,2010,1,3,0,False
2010-03-23,56400.48,54452.0,71.0,745.0,22.414882260596546,5.0,27920.0,16364.5,2010,1,3,1,False
2010-03-24,30118.4,14409.0,73.0,843.0,4.869179206566347,7.0,18712.85714285714,16397.233333333334,2010,1,3,2,False
2010-03-25,38826.8,17094.0,85.0,939.0,6.947605711147721,7.0,17775.0,16571.266666666666,2010,1,3,3,False
2010-03-26,32523.46,20924.0,62.0,876.0,3.643819393042191,4.0,18854.428571428572,16520.266666666666,2010,1,3,4,False
2010-03-27,0.0,0.0,0.0,0.0,3.643819393042191,0.0,18854.428571428572,15643.2,2010,1,3,5,True
2010-03-28,22402.0,14517.0,59.0,902.0,2.586705750977108,1.0,19173.85714285714,15879.8,2010,1,3,6,True
2010-03-29,59864.07,25151.0,85.0,1024.0,4.059186824498199,2.0,20935.285714285714,16718.166666666668,2010,1,3,0,False
2010-03-30,38506.0,19258.0,70.0,987.0,3.9260399334442595,3.0,15907.57142857143,17079.466666666667,2010,1,3,1,False
2010-03-31,29613.53,13642.0,75.0,946.0,4.1670368364030335,1.0,15798.0,16819.266666666666,2010,1,3,2,False
2010-04-01,30768.0,17291.0,79.0,903.0,3.754400479616307,5.0,15826.142857142857,16999.066666666666,2010,2,4,3,False
2010-04-02,0.0,0.0,0.0,0.0,3.754400479616307,0.0,12837.0,16319.7,2010,2,4,4,False
2010-04-03,0.0,0.0,0.0,0.0,3.754400479616307,0.0,12837.0,15701.5,2010,2,4,5,True
2010-04-04,0.0,0.0,0.0,0.0,3.754400479616307,0.0,10763.142857142857,15092.833333333334,2010,2,4,6,True
2010-04-05,0.0,0.0,0.0,0.0,3.754400479616307,0.0,7170.142857142857,15092.833333333334,2010,2,4,0,False
2010-04-06,19394.87,13022.0,55.0,689.0,3.5282596425211663,2.0,6279.285714285715,15162.666666666666,2010,2,4,1,False
2010-04-07,34542.31,23528.0,61.0,822.0,3.5381764705882355,5.0,7691.571428571428,15426.266666666666,2010,2,4,2,False
2010-04-08,47554.84,26803.0,86.0,1015.0,3.6163604240282687,4.0,9050.42857142857,15907.933333333332,2010,2,4,3,False
2010-04-09,16949.62,9120.0,51.0,595.0,3.8019005524861877,4.0,10353.285714285714,15611.5,2010,2,4,4,False
2010-04-10,0.0,0.0,0.0,0.0,3.8019005524861877,0.0,10353.285714285714,15138.866666666667,2010,2,4,5,True
2010-04-11,19732.05,11585.0,42.0,662.0,2.856945996275605,3.0,12008.285714285714,15157.4,2010,2,4,6,True
2010-04-12,27122.851,12839.0,46.0,587.0,3.4742837108953615,4.0,13842.42857142857,15585.366666666667,2010,2,4,0,False
2010-04-13,25966.670000000002,14446.0,52.0,728.0,3.21905383360522,4.0,14045.857142857143,15902.666666666666,2010,2,4,1,False
2010-04-14,27064.35,16329.0,45.0,616.0,3.0586261682242992,4.0,13017.42857142857,15941.433333333332,2010,2,4,2,False
2010-04-15,29559.63,10769.0,74.0,653.0,12.282033598585322,3.0,10726.857142857143,15872.233333333334,2010,2,4,3,False
2010-04-16,19508.45,14865.0,42.0,582.0,2.9565995260663507,6.0,11547.57142857143,13739.1,2010,2,4,4,False
2010-04-17,0.0,0.0,0.0,0.0,2.9565995260663507,0.0,11547.57142857143,12950.466666666667,2010,2,4,5,True
2010-04-18,23934.46,12961.0,54.0,751.0,3.395273109243697,4.0,11744.142857142857,12936.9,2010,2,4,6,True
2010-04-19,45228.87,19363.0,74.0,1247.0,5.010594315245478,4.0,12676.142857142857,13582.333333333334,2010,2,4,0,False
2010-04-20,29083.36,13464.0,68.0,827.0,6.34107476635514,4.0,12535.857142857143,13621.766666666666,2010,2,4,1,False
2010-04-21,29380.61,13264.0,66.0,727.0,5.100611455108359,7.0,12098.0,13636.533333333333,2010,2,4,2,False
2010-04-22,43480.08,21576.0,79.0,755.0,7.680120824449183,5.0,13641.857142857143,12540.666666666666,2010,2,4,3,False
2010-04-23,16582.71,10212.0,57.0,660.0,3.4854114490161003,3.0,12977.142857142857,12400.766666666666,2010,2,4,4,False
2010-04-24,0.0,0.0,0.0,0.0,3.4854114490161003,0.0,12977.142857142857,11830.966666666667,2010,2,4,5,True
2010-04-25,16574.53,8380.0,46.0,729.0,3.2752406832298138,3.0,12322.714285714286,11412.833333333334,2010,2,4,6,True
2010-04-26,36086.35,19555.0,99.0,915.0,4.493076923076924,3.0,12350.142857142857,12064.666666666666,2010,2,4,0,False
2010-04-27,46110.74,23403.0,79.0,832.0,3.2851992642550583,3.0,13770.0,12360.866666666667,2010,2,4,1,False
2010-04-28,32452.69,19380.0,73.0,901.0,3.2969954389965794,6.0,14643.714285714286,12168.5,2010,2,4,2,False
2010-04-29,32709.821,17039.0,84.0,1033.0,3.6595252626313153,5.0,13995.57142857143,12094.533333333333,2010,2,4,3,False
2010-04-30,29087.39,17511.0,50.0,726.0,4.802459983150801,5.0,15038.285714285714,12223.5,2010,2,4,4,False
2010-05-01,0.0,0.0,0.0,0.0,4.802459983150801,0.0,15038.285714285714,11647.133333333333,2010,2,5,5,True
2010-05-02,12342.17,6296.0,40.0,530.0,2.7834175691937424,4.0,14740.57142857143,11857.0,2010,2,5,6,True
2010-05-03,0.0,0.0,0.0,0.0,2.7834175691937424,0.0,11947.0,11857.0,2010,2,5,0,False
2010-05-04,22701.79,11192.0,52.0,806.0,4.855556358381503,4.0,10202.57142857143,12230.066666666668,2010,2,5,1,False
2010-05-05,28100.920000000002,15625.0,82.0,803.0,4.527984031936128,3.0,9666.142857142857,12750.9,2010,2,5,2,False
2010-05-06,54582.2,31089.0,84.0,945.0,4.094563725490196,6.0,11673.285714285714,13353.133333333333,2010,2,5,3,False
2010-05-07,35744.13,23171.0,66.0,797.0,3.0829144587433763,2.0,12481.857142857143,13341.233333333334,2010,2,5,4,False
2010-05-08,0.0,0.0,0.0,0.0,3.0829144587433763,0.0,12481.857142857143,12447.8,2010,2,5,5,True
2010-05-09,22852.06,11825.0,62.0,895.0,2.961963335304554,3.0,13271.714285714286,12537.966666666667,2010,2,5,6,True
2010-05-10,32905.93,15713.0,77.0,906.0,5.239833653230966,6.0,15516.42857142857,13061.733333333334,2010,2,5,0,False
2010-05-11,28722.09,18150.0,65.0,909.0,3.857122955784373,7.0,16510.428571428572,13280.566666666668,2010,2,5,1,False
2010-05-12,31357.44,21669.0,65.0,739.0,3.6577723577235774,6.0,17373.85714285714,13574.9,2010,2,5,2,False
2010-05-13,41041.6,26817.0,66.0,767.0,3.9516048448145344,6.0,16763.571428571428,13987.266666666666,2010,2,5,3,False
2010-05-14,18873.96,14348.0,49.0,553.0,4.021421383647799,1.0,15503.142857142857,13921.233333333334,2010,2,5,4,False
2010-05-15,0.0,0.0,0.0,0.0,4.021421383647799,0.0,15503.142857142857,13562.266666666666,2010,2,5,5,True
2010-05-16,18370.09,11028.0,44.0,829.0,3.0312406271301975,3.0,15389.285714285714,13434.366666666667,2010,2,5,6,True
2010-05-17,25513.64,13811.0,49.0,771.0,3.6906291635825315,4.0,15117.57142857143,13894.733333333334,2010,2,5,0,False
2010-05-18,28911.53,22477.0,64.0,818.0,3.983583218707015,4.0,15735.714285714286,14211.933333333332,2010,2,5,1,False
2010-05-19,17696.18,9644.0,61.0,705.0,3.757698961937716,2.0,14017.857142857143,13887.966666666667,2010,2,5,2,False
2010-05-20,25679.04,15590.0,67.0,844.0,3.204150222788033,4.0,12414.0,13958.833333333334,2010,2,5,3,False
2010-05-21,27275.22,10076.0,52.0,797.0,4.575981087470449,7.0,11803.714285714286,13852.566666666668,2010,2,5,4,False
2010-05-22,0.0,0.0,0.0,0.0,4.575981087470449,0.0,11803.714285714286,13133.366666666667,2010,2,5,5,True
2010-05-23,25127.13,13889.0,49.0,677.0,3.4886936236391914,4.0,12212.42857142857,13255.933333333332,2010,2,5,6,True
2010-05-24,35787.18,32771.0,71.0,748.0,3.4525305535585913,6.0,14921.0,14348.3,2010,2,5,0,False
2010-05-25,22364.37,15014.0,61.0,760.0,3.7595347119645495,5.0,13854.857142857143,14569.433333333332,2010,2,5,1,False
2010-05-26,38397.29,18921.0,96.0,897.0,6.115233333333333,6.0,15180.142857142857,14548.3,2010,2,5,2,False
2010-05-27,30802.74,17905.0,88.0,930.0,3.105837946653246,2.0,15510.857142857143,14365.033333333333,2010,2,5,3,False
2010-05-28,21823.33,12627.0,58.0,715.0,4.253757371524853,3.0,15875.285714285714,14139.933333333332,2010,2,5,4,False
2010-05-29,0.0,0.0,0.0,0.0,4.253757371524853,0.0,15875.285714285714,13571.966666666667,2010,2,5,5,True
2010-05-30,10733.47,6220.0,32.0,560.0,2.9381923076923075,1.0,14779.714285714286,13195.6,2010,2,5,6,True
2010-05-31,0.0,0.0,0.0,0.0,2.9381923076923075,0.0,10098.142857142857,13195.6,2010,2,5,0,False
2010-06-01,15634.28,8287.0,47.0,757.0,3.468968120805369,3.0,9137.142857142857,13261.966666666667,2010,2,6,1,False
2010-06-02,16172.54,11808.0,46.0,667.0,3.7781663113006396,2.0,8121.0,13655.566666666668,2010,2,6,2,False
2010-06-03,29509.13,17585.0,67.0,913.0,3.3968672456575684,5.0,8075.285714285715,13868.666666666666,2010,2,6,3,False
2010-06-04,21251.2,8167.0,51.0,812.0,5.433250547845143,4.0,7438.142857142857,13620.066666666668,2010,2,6,4,False
2010-06-05,0.0,0.0,0.0,0.0,5.433250547845143,0.0,7438.142857142857,12583.766666666666,2010,2,6,5,True
2010-06-06,25457.15,14079.0,68.0,965.0,3.103474222015792,3.0,8560.857142857143,12280.7,2010,2,6,6,True
2010-06-07,49454.92,29457.0,103.0,1163.0,3.5835448491970228,3.0,12769.0,13262.6,2010,2,6,0,False
2010-06-08,54216.99,25848.0,81.0,1047.0,5.276751370204285,3.0,15277.714285714286,13730.033333333333,2010,2,6,1,False
2010-06-09,38298.77,25410.0,68.0,765.0,3.1692103374012923,6.0,17220.85714285714,14053.266666666666,2010,2,6,2,False
2010-06-10,18308.72,9683.0,66.0,589.0,3.8332124874118834,3.0,16092.0,13771.033333333333,2010,2,6,3,False
2010-06-11,37676.65,21405.0,86.0,925.0,6.224477085781433,5.0,17983.14285714286,13762.233333333334,2010,2,6,4,False
2010-06-12,0.0,0.0,0.0,0.0,6.224477085781433,0.0,17983.14285714286,12868.333333333334,2010,2,6,5,True
2010-06-13,21430.49,11120.0,70.0,834.0,3.2280281690140846,3.0,17560.428571428572,12760.733333333334,2010,2,6,6,True
2010-06-14,24304.27,16206.0,57.0,928.0,3.54987812700449,4.0,15667.42857142857,13300.933333333332,2010,2,6,0,False
2010-06-15,30506.86,19496.0,52.0,863.0,3.588793671720501,3.0,14760.0,13583.2,2010,2,6,1,False
2010-06-16,31259.329999999998,18986.0,81.0,954.0,3.382172949002217,4.0,13842.285714285714,13755.7,2010,2,6,2,False
2010-06-17,58048.51,13238.0,78.0,850.0,22.78605641911341,5.0,14350.142857142857,13447.733333333334,2010,2,6,3,False
2010-06-18,18789.03,9608.0,50.0,599.0,3.5713382507903053,3.0,12664.857142857143,13446.533333333333,2010,2,6,4,False
2010-06-19,0.0,0.0,0.0,0.0,3.5713382507903053,0.0,12664.857142857143,12926.866666666667,2010,2,6,5,True
2010-06-20,9078.58,4487.0,26.0,333.0,3.573425925925926,3.0,11717.285714285714,12740.566666666668,2010,2,6,6,True
2010-06-21,21029.62,12061.0,44.0,1000.0,3.271349342481418,2.0,11125.142857142857,13142.6,2010,2,6,0,False
2010-06-22,14732.58,6978.0,43.0,667.0,4.24962888665998,7.0,9336.857142857143,12912.233333333334,2010,2,6,1,False
2010-06-23,27848.739999999998,16258.0,68.0,763.0,3.727563576702215,6.0,8947.142857142857,12361.8,2010,2,6,2,False
2010-06-24,26678.78,11306.0,73.0,737.0,6.305145762711865,8.0,8671.142857142857,12238.2,2010,2,6,3,False
2010-06-25,17713.37,7997.0,45.0,787.0,4.695004184100418,3.0,8441.0,11874.066666666668,2010,2,6,4,False
2010-06-26,0.0,0.0,0.0,0.0,4.695004184100418,0.0,8441.0,11277.233333333334,2010,2,6,5,True
2010-06-27,18706.92,10851.0,55.0,748.0,3.2347432762836186,1.0,9350.142857142857,11218.033333333333,2010,2,6,6,True
2010-06-28,53860.729999999996,34536.0,70.0,920.0,3.5761398678414094,8.0,12560.857142857143,12369.233333333334,2010,2,6,0,False
2010-06-29,34957.49,20923.0,71.0,853.0,3.818136882129278,6.0,14553.0,12859.333333333334,2010,2,6,1,False
2010-06-30,34611.66,21040.0,79.0,922.0,3.7090914127423824,6.0,15236.142857142857,13560.666666666666,2010,2,6,2,False
2010-07-01,30179.58,16493.0,85.0,895.0,3.3984894091415834,7.0,15977.142857142857,13834.2,2010,3,7,3,False
2010-07-02,16841.17,8709.0,47.0,635.0,3.145719844357977,3.0,16078.857142857143,13730.9,2010,3,7,4,False
2010-07-03,0.0,0.0,0.0,0.0,3.145719844357977,0.0,16078.857142857143,13144.733333333334,2010,3,7,5,True
2010-07-04,10376.289999999999,5302.0,21.0,463.0,3.3396141975308646,1.0,15286.142857142857,13049.233333333334,2010,3,7,6,True
2010-07-05,32789.4,16630.0,85.0,795.0,3.3710503751339767,6.0,12728.142857142857,13603.566666666668,2010,3,7,0,False
2010-07-06,23500.04,11962.0,58.0,681.0,4.161607305936073,7.0,11448.0,13533.0,2010,3,7,1,False
2010-07-07,32201.52,14692.0,77.0,910.0,4.901359393232205,5.0,10541.142857142857,13040.833333333334,2010,3,7,2,False
2010-07-08,20254.39,11756.0,70.0,773.0,3.734012345679012,4.0,9864.42857142857,12571.1,2010,3,7,3,False
