ds,yhat,yhat_lower,yhat_upper
2010-05-29,-1345.4139472821425,-19618.64102738847,16206.789279974826
2010-05-30,5904.693596524492,-12660.209014836077,24277.591541085934
2010-05-31,13737.713093068032,-4717.334988869933,31774.59006414951
2010-06-01,14036.739207438532,-4625.705296145593,32660.226398461014
2010-06-02,13457.786520055835,-5714.362685402101,31224.610053719633
2010-06-03,17863.556521817187,-1341.489477842673,36321.97793406334
2010-06-04,13292.467717516185,-5170.817124319553,33019.27439780616
2010-06-05,-241.83177192598305,-18462.36473491906,18513.58996971225
2010-06-06,8666.455002193405,-9497.42026215556,28722.223229813775
2010-06-07,18601.455781560275,-191.66780228640098,36800.42382968255
2010-06-08,20355.558898827956,1439.1375973877591,39521.98162387868
2010-06-09,19461.32021105367,1269.3027351925682,39032.54497342544
2010-06-10,21669.637140744086,3239.0952793076767,39975.34065721687
2010-06-11,14188.938589555943,-5126.4196189683735,32561.08631768575
2010-06-12,-1327.3689788370248,-19337.924410997584,16428.82536465595
2010-06-13,7427.161061078451,-10788.035396243216,25914.571002580273
2010-06-14,18635.810751008074,-62.36289477980388,35891.12425655032
2010-06-15,21904.86432165063,5479.47415718657,38742.02431638327
2010-06-16,21835.849254280783,3034.3635904664393,41732.17471357106
2010-06-17,24091.5452135146,5454.679595661674,42446.00938760339
2010-06-18,16314.517761204721,-1842.3546687998453,34216.15257082605
2010-06-19,353.29027249355204,-17172.0527032447,18791.32343126682
2010-06-20,8145.490114149906,-9305.357160036507,27143.039350253035
2010-06-21,17430.443396119856,-187.45411162138035,36276.73382161448
2010-06-22,18080.62525422059,122.7699973912576,36445.45638564624
2010-06-23,15860.566430986893,-4003.326111771903,34589.16787947374
2010-06-24,17730.296370969005,-1340.4996299290765,35156.28713701771
2010-06-25,11656.096283632078,-6141.159927516582,30945.802997799434
2010-06-26,-1588.4394577402982,-20442.68902095982,15685.629939194208
2010-06-27,8189.3327268382345,-10256.917485578837,26560.18696161121
2010-06-28,17624.932932930205,-365.9682691590061,37028.96374228969
2010-06-29,16904.049128634324,-2284.714056684814,34687.71083548583
2010-06-30,13118.927221598013,-5647.250549887415,29629.214456478458
2010-07-01,14406.506427497654,-4115.946994123095,31192.383504779278
2010-07-02,8898.849261286363,-9555.303480438974,27035.343511883297
2010-07-03,-3316.190555627156,-21698.796782695466,15087.577003556073
2010-07-04,7313.926549577062,-11259.65914641355,26413.982097158423
2010-07-05,17505.648626479815,654.1339575547734,34730.763099474294
2010-07-06,18022.405526567938,-511.4083107308124,34814.223433599764
2010-07-07,16170.97190549231,-1126.634242960147,36513.60856354515
2010-07-08,19374.391365896423,1026.8355788400181,38684.43019181543
2010-07-09,14514.576968442147,-3640.0607185826484,32568.652482676374
2010-07-10,959.4771970197689,-17582.547606455533,19913.427124251444
2010-07-11,8829.232733673949,-10128.940042004653,26465.307676074175
2010-07-12,16396.134325158386,-2687.5643693054703,33142.69292583112
2010-07-13,15825.68472760919,-2097.471352182934,34207.44687545649
2010-07-14,14675.47459273709,-4670.788997455911,32998.78030089418
2010-07-15,19455.60443146734,1089.8961083224328,37148.31486043895
2010-07-16,15867.538271272713,-2063.2442609784566,34227.82044519596
2010-07-17,2754.6688177313026,-13879.921740686508,20903.906412312404
2010-07-18,10499.507032760943,-6850.5162599348305,28306.469476160688
2010-07-19,17777.407786745363,282.39045086769613,35646.4370306744
2010-07-20,16656.70202201844,-1816.563074385012,34453.26344782386
2010-07-21,14189.904153900941,-3567.899983771386,33443.15502057798
2010-07-22,16720.617278318605,-732.6865944050154,35000.51494446399
2010-07-23,10705.90051850236,-7704.746244369108,29465.369131825384
2010-07-24,-3638.679332963078,-21442.537611821022,15064.065989778317
2010-07-25,4998.6740860250375,-13494.777959393406,22620.104852539047
2010-07-26,14897.828103841712,-2948.8403520184306,33064.31923154065
2010-07-27,16564.728806925385,-1806.221519138224,34101.49782373576
2010-07-28,15470.14694971055,-2372.8677901504598,34496.052701968656
2010-07-29,17533.62537069785,527.3192294698216,34759.38174228947
2010-07-30,10149.243776325064,-7981.581114964485,26748.5427595395
2010-07-31,-5066.699946847904,-24475.674364478975,14334.022939491724
2010-08-01,3913.6481716083745,-15073.122425814456,21611.31855115129
2010-08-02,15019.549691138036,-3631.251882546246,33490.50862705152
2010-08-03,17964.670987087084,209.61841343347692,37406.482279036965
2010-08-04,17898.41108315436,-992.7794586406357,36652.034732265434
2010-08-05,21147.10159940272,1938.254933911659,38030.45219824033
2010-08-06,15605.307621845608,-2886.984072066078,35380.14922335952
2010-08-07,2647.7342829139106,-15325.897873815275,21383.926761728668
2010-08-08,13202.146783214956,-4688.46531029896,32424.671485837825
2010-08-09,24065.353517719243,4084.343327461172,43644.43766396982
2010-08-10,24830.978343424867,5301.364051583111,43390.08059370761
2010-08-11,21811.3071125091,4977.351608223684,38754.633166111
2010-08-12,22966.75842296725,4794.376923472594,40914.28772535735
2010-08-13,17088.631038257292,-147.08619957235084,34437.33846004775
2010-08-14,5148.8815092166205,-11264.033338066656,22681.5739232971
2010-08-15,16889.483080350048,-730.2480734215321,34940.562546184796
2010-08-16,28178.880282077465,8833.680893025961,45868.82798346848
2010-08-17,28527.661896727164,9484.89371647849,47534.33472772206
2010-08-18,24689.740891924048,7974.026587885896,42329.119980622214
2010-08-19,24830.46182800866,6806.152788383014,44010.93365629511
2010-08-20,17384.263945500927,-731.9353218943834,35492.53496753573
2010-08-21,2893.0141198271285,-14938.47365416095,23518.125935882785
2010-08-22,11380.333834244038,-6636.707617718397,29778.19754621691
2010-08-23,19894.37274874296,1470.9855825753723,39038.51877267347
2010-08-24,19260.383632774094,418.7205847562965,38311.838304444645
2010-08-25,16573.74355067667,-1915.4611781148608,33934.00338980665
2010-08-26,18942.411689041146,76.56354591862744,37154.94709545188
2010-08-27,13072.660840548295,-6960.432983003119,31247.84597426261
2010-08-28,-1581.8840705957828,-20008.603455999488,16566.796026535707
2010-08-29,5329.433263167495,-13204.472200239345,23208.453971874762
2010-08-30,12194.03385686182,-6171.8843019868,30950.730257506828
2010-08-31,11023.047200027697,-7871.632727818564,29655.41397767928
2010-09-01,9083.544147325494,-9193.506640229989,27375.238324654398
2010-09-02,12800.340772381933,-6130.529880617895,31676.08104909519
2010-09-03,8238.679438206087,-10647.514912431712,27506.717486872225
2010-09-04,-5071.447866945227,-23106.251799412625,13945.762370527915
2010-09-05,3790.127808895635,-13901.171099058392,23502.708499280758
2010-09-06,13413.56070304355,-5184.516014839853,31555.590314227797
2010-09-07,15080.905351728716,-3050.5160183215885,34544.50835949665
2010-09-08,14790.808325403692,-3803.259771222798,33888.343817069246
2010-09-09,18227.19321401791,-423.9979679618515,36480.619979085524
2010-09-10,11999.673279047136,-6259.545917834957,29876.12565177753
2010-09-11,-2830.845170376824,-20178.61966474939,14229.488258657833
2010-09-12,6031.859823638071,-11900.634885874591,23878.73651783034
2010-09-13,17402.300173925076,-553.3865544699594,35382.46206054823
2010-09-14,21623.372875013953,3545.6672785498217,40427.56610832491
2010-09-15,23487.9980958972,5603.908067194712,41225.93663267692
2010-09-16,28131.888460548653,9279.622608596166,47153.262477690936
2010-09-17,22405.652402361608,2794.1469056854753,40313.26376415437
2010-09-18,7754.777145000322,-12576.408056564595,24839.06435176938
2010-09-19,16363.269641982399,-2864.9994430516535,34527.76348189355
2010-09-20,26529.430308019575,6544.079214627753,44227.79006396376
2010-09-21,28422.80483973102,9656.340285102984,47377.886893072464
2010-09-22,27589.602944069185,8311.493391384227,45194.31888964254
2010-09-23,30540.10534645811,11251.494604153728,47920.41755583861
2010-09-24,25061.328803930224,6646.108391742498,44650.128366534154
2010-09-25,12215.02951394159,-5940.503477996091,29440.567685453905
2010-09-26,22639.00013655442,4237.3771919044575,41512.01752859398
2010-09-27,33070.04230652739,14344.461632554412,50284.60908852228
2010-09-28,33277.508104913875,14503.797021452428,52133.84488114484
2010-09-29,29771.56140899517,11067.275052516907,48361.68599956871
2010-09-30,30492.571034705357,12499.093942686395,49695.53148886824
2010-10-01,23974.675594216744,5006.815869962156,42035.78088994899
2010-10-02,10961.026647673327,-9086.376954727886,28523.28880240568
2010-10-03,21329.270539909347,3542.057159847851,39604.06373600346
2010-10-04,31526.28518033236,12800.751613445293,49184.41637414167
2010-10-05,31758.165256646935,14431.285137863912,51228.29282174523
2010-10-06,29063.24128669574,11075.975487577367,47091.927059256755
2010-10-07,31164.971440992907,12557.345192439327,49350.3023498681
2010-10-08,25518.43360120276,6805.411397466806,45356.37595988778
2010-10-09,11751.135005050817,-6438.097605246644,29877.553702552228
2010-10-10,19632.809756977236,1747.722905899798,37685.84233950186
2010-10-11,26780.33382153354,8552.426342277753,44364.604361855025
2010-10-12,25035.769324506833,6193.917450677184,43826.45423187347
2010-10-13,22330.75401634763,4443.344312366823,40536.3905754203
2010-10-14,25977.326264076946,6412.0340152196695,44692.47379694116
2010-10-15,22231.055689618697,2581.158081543946,39719.464643498584
2010-10-16,9772.65695293685,-8545.922341793204,28638.931218345344
2010-10-17,18266.14540202379,433.54950480285413,36322.75140383061
2010-10-18,25743.65602933544,8068.683256114725,43446.69070023424
2010-10-19,24222.793439656336,5893.908120443338,43207.73918139909
2010-10-20,21246.686387010424,3652.745362127467,39700.10727463184
2010-10-21,23664.179163242523,4922.035077108484,43059.03394771526
2010-10-22,17978.780440066745,96.74465799316327,37356.50619085327
2010-10-23,4017.43026802028,-13997.512281339412,22517.70596851626
2010-10-24,12726.516842411642,-6147.335910278292,28599.96988830676
2010-10-25,22449.26945119615,2673.9922573076283,41308.50824116905
2010-10-26,24118.27098087513,5176.748877422075,41977.235137847114
2010-10-27,23524.287791043287,6329.233877239534,40241.364038697
2010-10-28,26407.781192876217,8578.400118260646,44567.621206395874
2010-10-29,19583.71519147833,548.5424283946795,38070.36287589134
2010-10-30,4207.700674844298,-14119.244017310877,21008.67593899414
2010-10-31,12406.534992326777,-5391.087770978325,30129.138781362228
2010-11-01,22695.018717769475,3504.9697718156754,40094.4277052382
2010-11-02,25327.753349791412,7494.80909408059,42866.644366840876
2010-11-03,25464.752159607182,8515.285336691002,44023.946358825095
2010-11-04,28937.932162850964,10467.36244908648,47794.00231573345
2010-11-05,23151.23855492135,5497.369071965233,41611.425429240946
2010-11-06,9486.317536236715,-8305.513361914533,27250.484772421245
2010-11-07,19368.449530618793,1291.674418153157,37666.04404381025
2010-11-08,30071.891605182023,12779.992198378191,48663.29817461549
2010-11-09,31140.972362970275,13046.030629300576,48247.643580630014
2010-11-10,28311.5369073618,9264.911562710362,45342.64409736652
2010-11-11,28977.873065627024,10621.277530837047,47516.918881465834
2010-11-12,21950.59187192923,4302.326222312504,41424.72559867638
2010-11-13,8864.65667447181,-8898.635433636762,27298.58998181579
2010-11-14,20231.670090084215,2119.955334755399,39369.61486076126
2010-11-15,32144.68263593116,13977.832674972546,51412.195891011455
2010-11-16,33619.57194490451,15523.885245402276,51300.02860714056
2010-11-17,30648.759217757688,12261.275439968309,48860.248495024134
2010-11-18,31022.147197624043,12744.023020046236,50326.297544955974
2010-11-19,23444.380405929136,3554.5891056727532,41666.11430603069
2010-11-20,9035.570311350088,-9415.946553819116,27178.51224865137
2010-11-21,18130.472739394438,-177.8456377638827,36110.96835870851
2010-11-22,27567.246235680846,8024.029037229878,44493.406388908756
2010-11-23,27723.767774861266,7945.268033776239,46207.971363011
2010-11-24,25512.33002147374,8130.096622839568,43316.26777447966
2010-11-25,28319.126619085175,10337.342533672752,46563.715452446115
2010-11-26,23279.787529869558,5177.407096435918,41676.45500305633
2010-11-27,9927.995775915297,-8288.057224728478,29563.490894513565
2010-11-28,18172.00123791036,-962.293698261901,34881.160564478545
2010-11-29,25787.00032560088,7866.592488011836,42729.01710137099
2010-11-30,24554.22618859414,5814.088803031586,43238.831746706244
2010-12-01,22107.321262401227,3689.7782652999194,39531.08744939232
2010-12-02,25489.802590779767,6861.132275140043,44350.54613192084
2010-12-03,21055.466134010163,2222.7342362330874,39497.28482871726
2010-12-04,8029.376611208941,-10825.80575601564,25268.16204697726
2010-12-05,16741.341115510604,-2774.3965577606496,35410.53900302965
2010-12-06,25483.45583327103,7034.445697077792,45004.14305153734
2010-12-07,25812.986176596103,7382.829957882114,44669.907940184276
2010-12-08,24281.831912223985,7010.250448866318,42002.80606969638
2010-12-09,26819.594498434577,9736.61227544298,45351.172922169746
2010-12-10,19678.202329269465,1685.878302618004,37729.048648589865
2010-12-11,3262.8572894086738,-14289.509156977234,21221.936135009924
2010-12-12,9553.226297578796,-9835.756056187412,27997.597978543337
2010-12-13,17751.90817705541,-290.29360521287236,34846.342153568956
2010-12-14,19024.70128127488,1112.1380311115781,39088.271085076434
2010-12-15,18746.082537446448,-268.6555622386128,37336.608174388595
2010-12-16,21922.393843131304,4460.415853559951,40645.369268404414
2010-12-17,14724.10046913885,-3858.4269307943255,33263.623545574475
2010-12-18,-2004.1020071077546,-20133.821736737686,16842.947465826568
2010-12-19,3916.469230548453,-13799.524786271439,22198.12641844359
2010-12-20,11321.90150149349,-7410.812810668789,29912.793919400494
2010-12-21,10934.651503012263,-7452.71352754676,29075.933797276215
2010-12-22,8394.23957526412,-10263.303425447122,26554.61997672954
2010-12-23,9867.069676305684,-8922.80482089597,28589.595450633966
2010-12-24,2816.1277121709427,-15216.616927570252,20634.25132149504
2010-12-25,-11596.647873234499,-29669.63298388012,7203.017766963755
2010-12-26,-2275.6370966545946,-20457.723489091735,16482.266568883893
2010-12-27,7860.588520264065,-10136.133339920974,26784.169315663992
2010-12-28,8419.612943240594,-9743.078196430946,27376.874530570312
2010-12-29,5341.915512388407,-12486.922504114564,23116.624826405798
2010-12-30,6108.374467013862,-12904.077252746918,22954.05988938912
2010-12-31,-655.0950981125116,-19186.428762065676,18614.15295409804
2011-01-01,-13635.231864812782,-32832.24289356676,4369.385062164338
2011-01-02,-2436.816089912052,-21356.70637547044,14289.429822067179
2011-01-03,9366.901456516225,-9101.279450278176,28727.273028996824
2011-01-04,11450.23637752593,-8169.093732374322,28989.90228664649
2011-01-05,10317.861409944871,-8025.492354596393,27750.67018804787
2011-01-06,13652.576290973342,-3326.388138792245,31260.37738098528
2011-01-07,9354.990371133652,-8910.14275559045,28327.44592078415
2011-01-08,-2521.7568767994835,-20539.866292120023,15608.33429879713
2011-01-09,7689.328771468018,-11957.318480726128,24465.290573852635
2011-01-10,16976.11310713455,-648.2715943252808,33890.78217112415
2011-01-11,16564.253659656806,-2839.061213343238,35891.68379319223
2011-01-12,14358.08871102754,-5598.848040077743,32280.315306705546
2011-01-13,18290.988276171593,1235.50613963376,36505.59137202493
2011-01-14,15352.559618235231,-2430.8432189213654,33138.955819152376
2011-01-15,4419.601933469321,-14443.138772930457,22538.252986894237
2011-01-16,14640.767173533612,-3825.5464072183445,32407.14008688618
2011-01-17,23274.50365418834,5916.480839682324,42414.546189552275
2011-01-18,21959.596758817148,3505.800482084442,39742.998299999206
2011-01-19,18514.942565727757,657.9654948940495,37300.56788036536
2011-01-20,20382.00992088547,2202.996715990438,39055.1875420577
2011-01-21,14398.278847322372,-3934.610114171824,32611.22665131589
2011-01-22,211.43100807955852,-18654.231503737865,17742.782152437543
2011-01-23,8358.202409942736,-10190.273702781933,25088.960423161192
2011-01-24,17042.548700960768,-916.8102553067829,34308.12148906429
2011-01-25,17523.984041347812,-701.8170944504416,36881.05705371772
2011-01-26,16074.911684845953,-2762.727163292493,34603.828286742915
2011-01-27,18570.311388156246,-212.68586883788387,36968.83323160659
2011-01-28,11437.918257762429,-7663.870693308935,30236.581047060212
2011-01-29,-4724.470869915489,-23279.336108420295,13507.46571795824
2011-01-30,2032.2242175215742,-15590.332556775471,20645.129945782348
2011-01-31,10637.919111297804,-7121.852148054224,29099.722398113572
2011-02-01,12009.517981768078,-5990.508633020511,30263.833098597897
2011-02-02,11633.075895735343,-7098.650979376324,29944.759354625498
2011-02-03,15065.951744562106,-3609.593244044785,32402.02399387502
2011-02-04,9144.167013011565,-8240.371669571787,26697.496724654982
2011-02-05,-5034.779338386308,-22424.420039080236,13273.11682840045
2011-02-06,4233.554253186572,-14650.825295125436,23531.232981372726
2011-02-07,14773.749542493684,-2881.4145435091696,32601.754736059855
2011-02-08,16362.920690005838,-1458.139170484504,34408.73311514861
2011-02-09,14357.80067280707,-3756.3259160200264,32926.01556110871
2011-02-10,15467.60050025575,-1955.438796164993,33888.42412860164
