Date,Total_Revenue,Total_Quantity,Invoice_Count,SKU_Count,Avg_Price,Country_Diversity,Rolling_7_Day_Demand,Rolling_30_Day_Demand,Year,Quarter,Month,Day_Of_Week,Is_Weekend
26-01-2010,47166.99,22968,93,814,9.441220339,12,20400.28571,11356.5,2010,1,1,1,FALSE
27-01-2010,28668.3,17837,56,870,4.127813121,4,21594.57143,11951.06667,2010,1,1,2,FALSE
28-01-2010,19816.87,11243,56,717,2.976590525,2,12786.42857,12325.83333,2010,1,1,3,FALSE
29-01-2010,28358.431,10162,49,689,11.61502259,2,11584.85714,12664.56667,2010,1,1,4,FALSE
30-01-2010,0,0,0,0,11.61502259,0,11584.85714,12664.56667,2010,1,1,5,TRUE
31-01-2010,18600.35,10735,53,793,2.757342606,5,11854.71429,13022.4,2010,1,1,6,TRUE
01-02-2010,19784.231,9251,66,833,4.481317484,6,11742.28571,13330.76667,2010,1,2,0,FALSE
02-02-2010,21513.02,11094,46,734,3.411424779,3,10046,13700.56667,2010,1,2,1,FALSE
03-02-2010,21414.701,10285,49,856,4.113739343,6,8967.142857,13688.53333,2010,1,2,2,FALSE
04-02-2010,22500.71,12798,64,819,3.171367925,4,9189.285714,13738.6,2010,1,2,3,FALSE
05-02-2010,21844.6,10342,40,612,4.426940299,2,9215,13834.7,2010,1,2,4,FALSE
06-02-2010,0,0,0,0,4.426940299,0,9215,12480.9,2010,1,2,5,TRUE
07-02-2010,17026.83,11186,30,543,2.738955975,5,9279.428571,12430.6,2010,1,2,6,TRUE
08-02-2010,17407,8616,60,784,4.454795764,4,9188.714286,12717.8,2010,1,2,0,FALSE
09-02-2010,19618.82,10891,54,667,3.401698656,4,9159.714286,12634.73333,2010,1,2,1,FALSE
10-02-2010,9542.04,3761,31,615,4.693242925,4,8227.714286,12294.1,2010,1,2,2,FALSE
11-02-2010,15080.27,9035,56,511,3.458195303,4,7690.142857,11886.46667,2010,1,2,3,FALSE
12-02-2010,11380.41,7652,32,571,3.850807292,3,7305.857143,11847.03333,2010,1,2,4,FALSE
13-02-2010,0,0,0,0,3.850807292,0,7305.857143,11387.56667,2010,1,2,5,TRUE
14-02-2010,17785.58,10895,46,706,2.980225694,3,7264.285714,11470.1,2010,1,2,6,TRUE
15-02-2010,42469.531,96425,45,567,4.681236842,6,19808.42857,14684.26667,2010,1,2,0,FALSE
16-02-2010,31144.43,16711,61,1051,4.188381257,3,20639.85714,14910.93333,2010,1,2,1,FALSE
17-02-2010,26512.72,25014,49,648,3.11604,3,23676,15400.3,2010,1,2,2,FALSE
18-02-2010,35750.14,19853,63,773,2.889231355,3,25221.42857,15552.93333,2010,1,2,3,FALSE
19-02-2010,27225.01,12611,58,921,4.870383663,1,25929.85714,15657.4,2010,1,2,4,FALSE
20-02-2010,0,0,0,0,4.870383663,0,25929.85714,13227.4,2010,1,2,5,TRUE
21-02-2010,11394.731,5555,37,584,3.319493936,3,25167,12793.46667,2010,1,2,6,TRUE
22-02-2010,26353.58,13427,48,666,3.327190605,6,13310.14286,13241.03333,2010,1,2,0,FALSE
23-02-2010,22651.17,11873,47,733,3.604411248,4,12619,13341.93333,2010,1,2,1,FALSE
24-02-2010,33065.091,22454,63,782,3.872287348,4,12253.28571,13755.8,2010,1,2,2,FALSE
25-02-2010,46615.67,26312,67,856,3.331250836,3,13176,13867.26667,2010,1,2,3,FALSE
26-02-2010,16682.951,7419,36,684,4.727771984,2,12434.28571,13520,2010,1,2,4,FALSE
27-02-2010,0,0,0,0,4.727771984,0,12434.28571,13145.23333,2010,1,2,5,TRUE
28-02-2010,16741.49,8419,53,736,3.062534082,3,12843.42857,13087.13333,2010,1,2,6,TRUE
01-03-2010,25782.41,21448,58,777,3.750751494,4,13989.28571,13802.06667,2010,1,3,0,FALSE
02-03-2010,26384.14,11897,55,929,4.320444003,5,13992.71429,13840.8,2010,1,3,1,FALSE
03-03-2010,34058.37,20381,63,1014,3.545775558,6,13696.57143,14211.8,2010,1,3,2,FALSE
04-03-2010,32298.39,18546,74,989,3.729313099,5,12587.14286,14460.2,2010,1,3,3,FALSE
05-03-2010,27536.73,18260,81,771,4.023706966,6,14135.85714,14726.03333,2010,1,3,4,FALSE
06-03-2010,0,0,0,0,4.023706966,0,14135.85714,14299.43333,2010,1,3,5,TRUE
07-03-2010,19805.55,10927,58,1076,3.440579039,2,14494.14286,14318.93333,2010,1,3,6,TRUE
08-03-2010,37254.31,15620,76,1042,4.954454829,6,13661.57143,14839.6,2010,1,3,0,FALSE
09-03-2010,21999.6,12353,57,736,4.03501301,5,13726.71429,14878.5,2010,1,3,1,FALSE
10-03-2010,27453.03,18013,61,924,4.005459807,4,13388.42857,15191.73333,2010,1,3,2,FALSE
11-03-2010,24495.36,14179,48,839,4.173021243,2,12764.57143,15301.33333,2010,1,3,3,FALSE
12-03-2010,21689.34,11029,36,646,4.049568584,5,11731.57143,15543.6,2010,1,3,4,FALSE
13-03-2010,0,0,0,0,4.049568584,0,11731.57143,15242.43333,2010,1,3,5,TRUE
14-03-2010,8947.9,4927,24,447,2.681941448,2,10874.42857,15151.6,2010,1,3,6,TRUE
15-03-2010,27587.701,15166,57,958,4.532176112,6,10809.57143,15657.13333,2010,1,3,0,FALSE
16-03-2010,23955.88,12845,45,780,3.702871674,4,10879.85714,15722.13333,2010,1,3,1,FALSE
17-03-2010,30719.54,78859,48,768,3.297196187,4,19572.14286,15136.6,2010,1,3,2,FALSE
18-03-2010,41086.47,23659,86,840,3.900431423,5,20926.42857,15368.2,2010,1,3,3,FALSE
19-03-2010,45641.61,13368,62,746,20.01602679,6,21260.57143,14980,2010,1,3,4,FALSE
20-03-2010,0,0,0,0,20.01602679,0,21260.57143,14318.23333,2010,1,3,5,TRUE
21-03-2010,20522.53,12281,56,795,2.855954717,3,22311.14286,14307.23333,2010,1,3,6,TRUE
22-03-2010,25441.66,12821,56,859,3.981510989,4,21976.14286,14734.6,2010,1,3,0,FALSE
23-03-2010,56400.48,54452,71,745,22.41488226,5,27920,16364.5,2010,1,3,1,FALSE
24-03-2010,30118.4,14409,73,843,4.869179207,7,18712.85714,16397.23333,2010,1,3,2,FALSE
25-03-2010,38826.8,17094,85,939,6.947605711,7,17775,16571.26667,2010,1,3,3,FALSE
26-03-2010,32523.46,20924,62,876,3.643819393,4,18854.42857,16520.26667,2010,1,3,4,FALSE
27-03-2010,0,0,0,0,3.643819393,0,18854.42857,15643.2,2010,1,3,5,TRUE
28-03-2010,22402,14517,59,902,2.586705751,1,19173.85714,15879.8,2010,1,3,6,TRUE
29-03-2010,59864.07,25151,85,1024,4.059186824,2,20935.28571,16718.16667,2010,1,3,0,FALSE
30-03-2010,38506,19258,70,987,3.926039933,3,15907.57143,17079.46667,2010,1,3,1,FALSE
31-03-2010,29613.53,13642,75,946,4.167036836,1,15798,16819.26667,2010,1,3,2,FALSE
01-04-2010,30768,17291,79,903,3.75440048,5,15826.14286,16999.06667,2010,2,4,3,FALSE
02-04-2010,0,0,0,0,3.75440048,0,12837,16319.7,2010,2,4,4,FALSE
03-04-2010,0,0,0,0,3.75440048,0,12837,15701.5,2010,2,4,5,TRUE
04-04-2010,0,0,0,0,3.75440048,0,10763.14286,15092.83333,2010,2,4,6,TRUE
05-04-2010,0,0,0,0,3.75440048,0,7170.142857,15092.83333,2010,2,4,0,FALSE
06-04-2010,19394.87,13022,55,689,3.528259643,2,6279.285714,15162.66667,2010,2,4,1,FALSE
07-04-2010,34542.31,23528,61,822,3.538176471,5,7691.571429,15426.26667,2010,2,4,2,FALSE
08-04-2010,47554.84,26803,86,1015,3.616360424,4,9050.428571,15907.93333,2010,2,4,3,FALSE
09-04-2010,16949.62,9120,51,595,3.801900552,4,10353.28571,15611.5,2010,2,4,4,FALSE
10-04-2010,0,0,0,0,3.801900552,0,10353.28571,15138.86667,2010,2,4,5,TRUE
11-04-2010,19732.05,11585,42,662,2.856945996,3,12008.28571,15157.4,2010,2,4,6,TRUE
12-04-2010,27122.851,12839,46,587,3.474283711,4,13842.42857,15585.36667,2010,2,4,0,FALSE
13-04-2010,25966.67,14446,52,728,3.219053834,4,14045.85714,15902.66667,2010,2,4,1,FALSE
14-04-2010,27064.35,16329,45,616,3.058626168,4,13017.42857,15941.43333,2010,2,4,2,FALSE
15-04-2010,29559.63,10769,74,653,12.2820336,3,10726.85714,15872.23333,2010,2,4,3,FALSE
16-04-2010,19508.45,14865,42,582,2.956599526,6,11547.57143,13739.1,2010,2,4,4,FALSE
17-04-2010,0,0,0,0,2.956599526,0,11547.57143,12950.46667,2010,2,4,5,TRUE
18-04-2010,23934.46,12961,54,751,3.395273109,4,11744.14286,12936.9,2010,2,4,6,TRUE
19-04-2010,45228.87,19363,74,1247,5.010594315,4,12676.14286,13582.33333,2010,2,4,0,FALSE
20-04-2010,29083.36,13464,68,827,6.341074766,4,12535.85714,13621.76667,2010,2,4,1,FALSE
21-04-2010,29380.61,13264,66,727,5.100611455,7,12098,13636.53333,2010,2,4,2,FALSE
22-04-2010,43480.08,21576,79,755,7.680120824,5,13641.85714,12540.66667,2010,2,4,3,FALSE
23-04-2010,16582.71,10212,57,660,3.485411449,3,12977.14286,12400.76667,2010,2,4,4,FALSE
24-04-2010,0,0,0,0,3.485411449,0,12977.14286,11830.96667,2010,2,4,5,TRUE
25-04-2010,16574.53,8380,46,729,3.275240683,3,12322.71429,11412.83333,2010,2,4,6,TRUE
26-04-2010,36086.35,19555,99,915,4.493076923,3,12350.14286,12064.66667,2010,2,4,0,FALSE
27-04-2010,46110.74,23403,79,832,3.285199264,3,13770,12360.86667,2010,2,4,1,FALSE
28-04-2010,32452.69,19380,73,901,3.296995439,6,14643.71429,12168.5,2010,2,4,2,FALSE
29-04-2010,32709.821,17039,84,1033,3.659525263,5,13995.57143,12094.53333,2010,2,4,3,FALSE
30-04-2010,29087.39,17511,50,726,4.802459983,5,15038.28571,12223.5,2010,2,4,4,FALSE
01-05-2010,0,0,0,0,4.802459983,0,15038.28571,11647.13333,2010,2,5,5,TRUE
02-05-2010,12342.17,6296,40,530,2.783417569,4,14740.57143,11857,2010,2,5,6,TRUE
03-05-2010,0,0,0,0,2.783417569,0,11947,11857,2010,2,5,0,FALSE
04-05-2010,22701.79,11192,52,806,4.855556358,4,10202.57143,12230.06667,2010,2,5,1,FALSE
05-05-2010,28100.92,15625,82,803,4.527984032,3,9666.142857,12750.9,2010,2,5,2,FALSE
06-05-2010,54582.2,31089,84,945,4.094563725,6,11673.28571,13353.13333,2010,2,5,3,FALSE
07-05-2010,35744.13,23171,66,797,3.082914459,2,12481.85714,13341.23333,2010,2,5,4,FALSE
08-05-2010,0,0,0,0,3.082914459,0,12481.85714,12447.8,2010,2,5,5,TRUE
09-05-2010,22852.06,11825,62,895,2.961963335,3,13271.71429,12537.96667,2010,2,5,6,TRUE
10-05-2010,32905.93,15713,77,906,5.239833653,6,15516.42857,13061.73333,2010,2,5,0,FALSE
11-05-2010,28722.09,18150,65,909,3.857122956,7,16510.42857,13280.56667,2010,2,5,1,FALSE
12-05-2010,31357.44,21669,65,739,3.657772358,6,17373.85714,13574.9,2010,2,5,2,FALSE
13-05-2010,41041.6,26817,66,767,3.951604845,6,16763.57143,13987.26667,2010,2,5,3,FALSE
14-05-2010,18873.96,14348,49,553,4.021421384,1,15503.14286,13921.23333,2010,2,5,4,FALSE
15-05-2010,0,0,0,0,4.021421384,0,15503.14286,13562.26667,2010,2,5,5,TRUE
16-05-2010,18370.09,11028,44,829,3.031240627,3,15389.28571,13434.36667,2010,2,5,6,TRUE
17-05-2010,25513.64,13811,49,771,3.690629164,4,15117.57143,13894.73333,2010,2,5,0,FALSE
18-05-2010,28911.53,22477,64,818,3.983583219,4,15735.71429,14211.93333,2010,2,5,1,FALSE
19-05-2010,17696.18,9644,61,705,3.757698962,2,14017.85714,13887.96667,2010,2,5,2,FALSE
20-05-2010,25679.04,15590,67,844,3.204150223,4,12414,13958.83333,2010,2,5,3,FALSE
21-05-2010,27275.22,10076,52,797,4.575981087,7,11803.71429,13852.56667,2010,2,5,4,FALSE
22-05-2010,0,0,0,0,4.575981087,0,11803.71429,13133.36667,2010,2,5,5,TRUE
23-05-2010,25127.13,13889,49,677,3.488693624,4,12212.42857,13255.93333,2010,2,5,6,TRUE
24-05-2010,35787.18,32771,71,748,3.452530554,6,14921,14348.3,2010,2,5,0,FALSE
25-05-2010,22364.37,15014,61,760,3.759534712,5,13854.85714,14569.43333,2010,2,5,1,FALSE
26-05-2010,38397.29,18921,96,897,6.115233333,6,15180.14286,14548.3,2010,2,5,2,FALSE
27-05-2010,30802.74,17905,88,930,3.105837947,2,15510.85714,14365.03333,2010,2,5,3,FALSE
28-05-2010,21823.33,12627,58,715,4.253757372,3,15875.28571,14139.93333,2010,2,5,4,FALSE
29-05-2010,0,0,0,0,4.253757372,0,15875.28571,13571.96667,2010,2,5,5,TRUE
30-05-2010,10733.47,6220,32,560,2.938192308,1,14779.71429,13195.6,2010,2,5,6,TRUE
31-05-2010,0,0,0,0,2.938192308,0,10098.14286,13195.6,2010,2,5,0,FALSE
01-06-2010,15634.28,8287,47,757,3.468968121,3,9137.142857,13261.96667,2010,2,6,1,FALSE
02-06-2010,16172.54,11808,46,667,3.778166311,2,8121,13655.56667,2010,2,6,2,FALSE
03-06-2010,29509.13,17585,67,913,3.396867246,5,8075.285714,13868.66667,2010,2,6,3,FALSE
04-06-2010,21251.2,8167,51,812,5.433250548,4,7438.142857,13620.06667,2010,2,6,4,FALSE
05-06-2010,0,0,0,0,5.433250548,0,7438.142857,12583.76667,2010,2,6,5,TRUE
06-06-2010,25457.15,14079,68,965,3.103474222,3,8560.857143,12280.7,2010,2,6,6,TRUE
07-06-2010,49454.92,29457,103,1163,3.583544849,3,12769,13262.6,2010,2,6,0,FALSE
08-06-2010,54216.99,25848,81,1047,5.27675137,3,15277.71429,13730.03333,2010,2,6,1,FALSE
09-06-2010,38298.77,25410,68,765,3.169210337,6,17220.85714,14053.26667,2010,2,6,2,FALSE
10-06-2010,18308.72,9683,66,589,3.833212487,3,16092,13771.03333,2010,2,6,3,FALSE
11-06-2010,37676.65,21405,86,925,6.224477086,5,17983.14286,13762.23333,2010,2,6,4,FALSE
12-06-2010,0,0,0,0,6.224477086,0,17983.14286,12868.33333,2010,2,6,5,TRUE
13-06-2010,21430.49,11120,70,834,3.228028169,3,17560.42857,12760.73333,2010,2,6,6,TRUE
14-06-2010,24304.27,16206,57,928,3.549878127,4,15667.42857,13300.93333,2010,2,6,0,FALSE
15-06-2010,30506.86,19496,52,863,3.588793672,3,14760,13583.2,2010,2,6,1,FALSE
16-06-2010,31259.33,18986,81,954,3.382172949,4,13842.28571,13755.7,2010,2,6,2,FALSE
17-06-2010,58048.51,13238,78,850,22.78605642,5,14350.14286,13447.73333,2010,2,6,3,FALSE
18-06-2010,18789.03,9608,50,599,3.571338251,3,12664.85714,13446.53333,2010,2,6,4,FALSE
19-06-2010,0,0,0,0,3.571338251,0,12664.85714,12926.86667,2010,2,6,5,TRUE
20-06-2010,9078.58,4487,26,333,3.573425926,3,11717.28571,12740.56667,2010,2,6,6,TRUE
21-06-2010,21029.62,12061,44,1000,3.271349342,2,11125.14286,13142.6,2010,2,6,0,FALSE
22-06-2010,14732.58,6978,43,667,4.249628887,7,9336.857143,12912.23333,2010,2,6,1,FALSE
23-06-2010,27848.74,16258,68,763,3.727563577,6,8947.142857,12361.8,2010,2,6,2,FALSE
24-06-2010,26678.78,11306,73,737,6.305145763,8,8671.142857,12238.2,2010,2,6,3,FALSE
25-06-2010,17713.37,7997,45,787,4.695004184,3,8441,11874.06667,2010,2,6,4,FALSE
26-06-2010,0,0,0,0,4.695004184,0,8441,11277.23333,2010,2,6,5,TRUE
27-06-2010,18706.92,10851,55,748,3.234743276,1,9350.142857,11218.03333,2010,2,6,6,TRUE
28-06-2010,53860.73,34536,70,920,3.576139868,8,12560.85714,12369.23333,2010,2,6,0,FALSE
29-06-2010,34957.49,20923,71,853,3.818136882,6,14553,12859.33333,2010,2,6,1,FALSE
30-06-2010,34611.66,21040,79,922,3.709091413,6,15236.14286,13560.66667,2010,2,6,2,FALSE
01-07-2010,30179.58,16493,85,895,3.398489409,7,15977.14286,13834.2,2010,3,7,3,FALSE
02-07-2010,16841.17,8709,47,635,3.145719844,3,16078.85714,13730.9,2010,3,7,4,FALSE
03-07-2010,0,0,0,0,3.145719844,0,16078.85714,13144.73333,2010,3,7,5,TRUE
04-07-2010,10376.29,5302,21,463,3.339614198,1,15286.14286,13049.23333,2010,3,7,6,TRUE
05-07-2010,32789.4,16630,85,795,3.371050375,6,12728.14286,13603.56667,2010,3,7,0,FALSE
06-07-2010,23500.04,11962,58,681,4.161607306,7,11448,13533,2010,3,7,1,FALSE
07-07-2010,32201.52,14692,77,910,4.901359393,5,10541.14286,13040.83333,2010,3,7,2,FALSE
08-07-2010,20254.39,11756,70,773,3.734012346,4,9864.428571,12571.1,2010,3,7,3,FALSE
09-07-2010,37263.04,14072,30,599,4.291897727,3,10630.57143,12193.16667,2010,3,7,4,FALSE
10-07-2010,0,0,0,0,4.291897727,0,10630.57143,11870.4,2010,3,7,5,TRUE
11-07-2010,7784.95,5806,28,497,2.904595376,1,10702.57143,11350.43333,2010,3,7,6,TRUE
12-07-2010,19727.37,9721,50,734,4.577265823,3,9715.571429,11674.46667,2010,3,7,0,FALSE
13-07-2010,21011.75,10045,55,744,4.183330389,4,9441.714286,11638.63333,2010,3,7,1,FALSE
14-07-2010,23775.72,13384,62,819,3.810915229,4,9254.857143,11544.56667,2010,3,7,2,FALSE
15-07-2010,56511.97,27819,80,840,3.49374349,4,11549.57143,11822,2010,3,7,3,FALSE
16-07-2010,22593.19,14312,68,726,3.468371886,4,11583.85714,11666.2,2010,3,7,4,FALSE
17-07-2010,0,0,0,0,3.468371886,0,11583.85714,11224.93333,2010,3,7,5,TRUE
18-07-2010,15149.84,9646,40,589,3.422076125,3,12132.42857,11226.2,2010,3,7,6,TRUE
19-07-2010,30532.75,18535,59,782,3.666404494,6,13391.57143,11844.03333,2010,3,7,0,FALSE
20-07-2010,24760.27,12099,57,663,3.661106272,4,13685,12097.76667,2010,3,7,1,FALSE
21-07-2010,22367.31,13174,55,734,4.232736237,3,13655,12134.86667,2010,3,7,2,FALSE
22-07-2010,26809.3,13939,78,806,4.609139579,4,11672.14286,12366.9,2010,3,7,3,FALSE
23-07-2010,25865.97,13371,48,665,3.301568627,4,11537.71429,12270.66667,2010,3,7,4,FALSE
24-07-2010,0,0,0,0,3.301568627,0,11537.71429,11893.8,2010,3,7,5,TRUE
25-07-2010,17230.6,11531,54,741,3.203021933,6,11807,12011.6,2010,3,7,6,TRUE
26-07-2010,25092.38,15011,62,822,4.374620643,4,11303.57143,12511.96667,2010,3,7,0,FALSE
27-07-2010,28462.87,14315,70,663,3.410344149,6,11620.14286,12627.43333,2010,3,7,1,FALSE
28-07-2010,23308.12,13365,65,724,3.094052388,4,11647.42857,11921.73333,2010,3,7,2,FALSE
29-07-2010,38300.82,13763,72,895,6.163551247,4,11622.28571,11683.06667,2010,3,7,3,FALSE
30-07-2010,16119.66,8443,53,508,4.234547945,4,10918.28571,11263.16667,2010,3,7,4,FALSE
31-07-2010,0,0,0,0,4.234547945,0,10918.28571,10713.4,2010,3,7,5,TRUE
01-08-2010,30637.95,9702,32,583,2.933352668,1,10657,10746.5,2010,3,8,6,TRUE
02-08-2010,28908.78,11871,63,691,5.660345438,3,10208.42857,11142.2,2010,3,8,0,FALSE
03-08-2010,26918.11,16330,59,857,5.202895623,4,10496.28571,11509.8,2010,3,8,1,FALSE
04-08-2010,21386.31,11740,53,850,4.202707424,4,10264.14286,11346.8,2010,3,8,2,FALSE
05-08-2010,24406.15,16828,54,744,2.739366306,3,10702,11509,2010,3,8,3,FALSE
06-08-2010,15204.2,9923,45,409,3.336642729,3,10913.42857,11350.03333,2010,3,8,4,FALSE
07-08-2010,0,0,0,0,3.336642729,0,10913.42857,10958.16667,2010,3,8,5,TRUE
08-08-2010,13962.51,8120,44,562,2.795650173,2,10687.42857,10759.76667,2010,3,8,6,TRUE
09-08-2010,31692.27,100224,51,621,2.591908571,5,23309.28571,14100.56667,2010,3,8,0,FALSE
10-08-2010,35749.67,20053,46,937,4.466945412,3,23841.14286,14575.46667,2010,3,8,1,FALSE
11-08-2010,23674.57,8197,46,642,7.348640873,4,23335,14524.66667,2010,3,8,2,FALSE
12-08-2010,29023.06,18216,81,897,3.70621902,3,23533.28571,14797.03333,2010,3,8,3,FALSE
13-08-2010,37283.95,18159,55,765,4.070248447,4,24709.85714,14956.2,2010,3,8,4,FALSE
14-08-2010,0,0,0,0,4.070248447,0,24709.85714,14028.9,2010,3,8,5,TRUE
15-08-2010,22161.18,17333,58,615,2.882801556,4,26026,14129.6,2010,3,8,6,TRUE
16-08-2010,20809.6,11080,39,677,3.989251497,3,13291.14286,14498.93333,2010,3,8,0,FALSE
17-08-2010,30377.13,18400,45,613,3.270021668,4,13055,14790.73333,2010,3,8,1,FALSE
18-08-2010,37128.55,22851,58,957,3.296460288,3,15148.42857,14934.6,2010,3,8,2,FALSE
19-08-2010,32973.66,22520,77,801,3.493313531,5,15763.28571,15281.96667,2010,3,8,3,FALSE
20-08-2010,25537.19,19177,59,799,3.538113796,9,15908.71429,15482.06667,2010,3,8,4,FALSE
21-08-2010,0,0,0,0,3.538113796,0,15908.71429,15017.43333,2010,3,8,5,TRUE
22-08-2010,22677.01,13884,60,769,2.919331352,5,15416,15034.53333,2010,3,8,6,TRUE
23-08-2010,21891.58,13251,45,713,2.995052083,5,15726.14286,15476.23333,2010,3,8,0,FALSE
24-08-2010,27450.06,19081,61,697,3.199796099,4,15823.42857,15727.9,2010,3,8,1,FALSE
25-08-2010,31651.98,17575,76,857,3.30999373,3,15069.71429,15813.36667,2010,3,8,2,FALSE
