Date,Total_Quantity,Invoice_Count,SKU_Count,Rolling_7_Day_Demand,Rolling_30_Day_Demand,Year,Month,Week_Of_Year,Day_Of_Week,Is_Weekend,Total_Quantity_raw,day,week,month,quarter,year,day_of_week,is_weekend,is_holiday,lag_1,lag_3,lag_7,lag_14,lag_30,roll_mean_7,roll_median_7,roll_std_7,roll_max_7,roll_min_7,roll_mean_14,roll_median_14,roll_std_14,roll_max_14,roll_min_14,roll_mean_30,roll_median_30,roll_std_30,roll_max_30,roll_min_30,ema_7,ema_30,growth_rate_1d,growth_rate_7d,demand_trend_7,fourier_week_sin_1,fourier_week_cos_1,fourier_year_sin_1,fourier_year_cos_1,fourier_week_sin_2,fourier_week_cos_2,fourier_year_sin_2,fourier_year_cos_2
27-01-2010,17837,56,870,21594.57143,11951.06667,2010,1,4,2,FALSE,17837,27,4,1,1,2010,2,0,0,22968,8846,9477,8835,0,18218.64286,10038,18880.8696,57628.5,0,13863.32143,9974.5,14002.47738,57628.5,0,10847.45,9694,12653.88949,57628.5,0,15636.45497,13054.34204,-0.223397771,0.882135697,8710.642857,0.781831482,0.623489802,0.830797017,0.556575527,0.974927912,-0.222520934,0.924802574,-0.380447366
28-01-2010,11243,56,717,12786.42857,12325.83333,2010,1,4,3,FALSE,11243,28,4,1,1,2010,3,0,0,17837,10038,57628.5,13784,0,19412.92857,17837,18496.25423,57628.5,0,14506.32143,10185.5,13960.43769,57628.5,0,11442.01667,9974.5,12545.21204,57628.5,0,16186.59126,13369.48652,-0.369681,-0.804905559,9813.214286,0.974927912,-0.222520934,0.84024807,0.542202159,-0.433883739,-0.900968868,0.911168635,-0.412033637
29-01-2010,10162,49,689,11584.85714,12664.56667,2010,1,4,4,FALSE,10162,29,4,1,1,2010,4,0,0,11243,22968,18573,8419,0,12786.42857,11243,7655.203478,22968,0,14324.82143,10185.5,13987.04344,57628.5,0,11816.78333,10185.5,12358.15293,57628.5,0,14950.69339,13229.55827,-0.096148715,-0.452861681,-3076.785714,0.433883739,-0.900968868,0.849450479,0.527668346,-0.781831482,0.623489802,0.896456258,-0.443132234
30-01-2010,0,0,0,11584.85714,12664.56667,2010,1,4,5,TRUE,0,30,4,1,1,2010,5,1,0,10162,17837,0,0,0,11584.85714,10162,7244.64907,22968,0,14449.32143,10247.5,13938.10313,57628.5,0,12155.51667,10247.5,12160.78222,57628.5,0,13753.52001,13027.96444,-1,0,-5728.928571,-0.433883739,-0.900968868,0.858401523,0.512978386,0.781831482,0.623489802,0.880682856,-0.47370635
31-01-2010,10735,53,793,11854.71429,13022.4,2010,1,4,6,TRUE,10735,31,4,1,1,2010,6,1,0,0,11243,8846,9911,0,11584.85714,10162,7244.64907,22968,0,14449.32143,10247.5,13938.10313,57628.5,0,12155.51667,10247.5,12160.78222,57628.5,0,10315.13992,12172.82028,0,0.213542844,-5728.928571,-0.974927912,-0.222520934,0.867098552,0.498136628,0.433883739,-0.900968868,0.863867099,-0.503719799
01-02-2010,9251,66,833,11742.28571,13330.76667,2010,2,5,0,FALSE,9251,1,5,2,1,2010,0,0,0,10735,10162,10038,10333,0,11854.71429,10735,7160.31656,22968,0,14508.17857,10534,13919.1917,57628.5,0,12513.35,10489.5,11946.82766,57628.5,0,10420.10494,12078.54889,-0.138239404,-0.078402072,-5306.928571,-0.781831482,0.623489802,0.875538993,0.483147464,-0.974927912,-0.222520934,0.846028888,-0.533137056
02-02-2010,11094,46,734,10046,13700.56667,2010,2,5,1,FALSE,11094,2,5,2,1,2010,1,0,0,9251,0,22968,15274,0,11742.28571,10735,7199.666606,22968,0,14430.89286,10448.5,13947.13331,57628.5,0,12821.71667,10489.5,11730.12676,57628.5,0,10127.8287,11893.35359,0.199221706,-0.516980146,-5377.214286,-2.20E-15,1,0.883720347,0.468015328,-4.41E-15,1,0.827189337,-0.561923305
03-02-2010,10285,49,856,8967.142857,13688.53333,2010,2,5,2,FALSE,10285,3,5,2,1,2010,2,0,0,11094,10735,17837,9477,10646,10046,10735,5248.382481,17837,0,14132.32143,10448.5,13972.41473,57628.5,0,13191.51667,10690.5,11484.27165,57628.5,0,10369.37153,11841.0498,-0.0729223,-0.423389583,-8172.642857,0.781831482,0.623489802,0.891640195,0.4527447,0.974927912,-0.222520934,0.807370744,-0.590044474
04-02-2010,12798,64,819,9189.285714,13738.6,2010,2,5,3,FALSE,12798,4,5,2,1,2010,3,0,0,10285,9251,11243,57628.5,11296,8967.142857,10285,4010.05035,11243,0,14190.03571,10510,13953.36211,57628.5,0,13179.48333,10534,11487.21959,57628.5,0,10348.27865,11739.32665,0.244336412,0.138308281,-10445.78571,0.974927912,-0.222520934,0.899296192,0.437340096,-0.433883739,-0.900968868,0.786596566,-0.61746728
05-02-2010,10342,40,612,9215,13834.7,2010,2,5,4,FALSE,10342,5,5,2,1,2010,4,0,0,12798,11094,10162,18573,7459,9189.285714,10285,4195.901402,12798,0,10987.85714,10510,6217.434555,22968,0,13229.55,10534,11481.99944,57628.5,0,10960.70899,11808.47574,-0.191904985,0.017713049,-3597.142857,0.433883739,-0.900968868,0.906686072,0.421806077,-0.781831482,0.623489802,0.76489139,-0.644159267
06-02-2010,0,0,0,9215,12480.9,2010,2,5,5,TRUE,0,6,5,2,1,2010,5,1,0,10342,10285,0,0,40614,9215,10342,4203.401004,12798,0,10399.92857,10313.5,5821.564031,22968,0,13325.65,10538.5,11444.03875,57628.5,0,10806.03174,11712.76695,-1,0,-2369.857143,-0.433883739,-0.900968868,0.91380765,0.406147239,0.781831482,0.623489802,0.742280907,-0.670088841
07-02-2010,11186,30,543,9279.428571,12430.6,2010,2,5,6,TRUE,11186,7,5,2,1,2010,6,1,0,0,12798,10735,8846,12695,9215,10342,4203.401004,12798,0,10399.92857,10313.5,5821.564031,22968,0,11971.85,10337.5,10464.96674,57628.5,0,8104.523797,10948.91087,0,0.04201211,-2369.857143,-0.974927912,-0.222520934,0.920658817,0.390368215,0.433883739,-0.900968868,0.718791877,-0.695225314
08-02-2010,8616,60,784,9188.714286,12717.8,2010,2,6,0,FALSE,8616,8,6,2,1,2010,0,0,0,11186,10342,9251,10038,0,9279.428571,10342,4233.927722,12798,0,10567.07143,10538.5,5807.091162,22968,0,11921.55,10337.5,10464.99757,57628.5,0,8874.89285,10964.36199,-0.229751475,-0.068641228,-2575.285714,-0.781831482,0.623489802,0.927237546,0.374473674,-0.974927912,-0.222520934,0.694452102,-0.719538934
09-02-2010,10891,54,667,9159.714286,12634.73333,2010,2,6,1,FALSE,10891,9,6,2,1,2010,1,0,0,8616,0,11094,22968,13383,9188.714286,10342,4241.434298,12798,0,10465.5,10538.5,5829.449964,22968,0,12208.75,10337.5,10242.40314,57628.5,0,8810.169637,10811.41904,0.26404364,-0.018298179,-2553.571429,-2.45E-15,1,0.933541891,0.358468322,-4.90E-15,1,0.66929039,-0.743000925
10-02-2010,3761,31,615,8227.714286,12294.1,2010,2,6,2,FALSE,3761,10,6,2,1,2010,2,0,0,10891,11186,10285,17837,13980,9159.714286,10342,4226.9052,12798,0,9602.857143,10538.5,4601.193288,17837,0,12125.68333,10337.5,10242.65664,57628.5,0,9330.377229,10816.59878,-0.654668993,-0.634321828,-886.2857143,0.781831482,0.623489802,0.939569986,0.342356892,0.974927912,-0.222520934,0.64333652,-0.765583517
11-02-2010,9035,56,511,7690.142857,11886.46667,2010,2,6,3,FALSE,9035,11,6,2,1,2010,3,0,0,3761,8616,12798,11243,21264,8227.714286,10342,4636.80647,12798,0,8597.428571,10313.5,4182.348525,12798,0,11785.05,10309,10348.24147,57628.5,0,7938.03292,10357.62836,1.402286626,-0.294030317,-739.4285714,0.974927912,-0.222520934,0.945320047,0.326144154,-0.433883739,-0.900968868,0.616621213,-0.787259982
12-02-2010,7652,32,571,7305.857143,11847.03333,2010,2,6,4,FALSE,7652,12,6,2,1,2010,4,0,0,9035,10891,10342,10162,8835,7690.142857,9035,4217.842317,11186,0,8439.714286,10223.5,4116.016529,12798,0,11377.41667,10223.5,10201.79882,57628.5,0,8212.27469,10271.63664,-0.153071389,-0.260104429,-1499.142857,0.433883739,-0.900968868,0.950790372,0.309834904,-0.781831482,0.623489802,0.589176087,-0.808004665
13-02-2010,0,0,0,7305.857143,11387.56667,2010,2,6,5,TRUE,0,13,6,2,1,2010,5,1,0,7652,3761,0,0,13784,7305.857143,8616,4055.37797,11186,0,8260.428571,9768,4089.808303,12798,0,11337.98333,10223.5,10214.24373,57628.5,0,8072.206018,10101.40398,-1,0,-1909.142857,-0.433883739,-0.900968868,0.955979344,0.293433969,0.781831482,0.623489802,0.561033626,-0.827793012
14-02-2010,10895,46,706,7264.285714,11470.1,2010,2,6,6,TRUE,10895,14,6,2,1,2010,6,1,0,0,9035,11186,10735,8419,7305.857143,8616,4055.37797,11186,0,8260.428571,9768,4089.808303,12798,0,10878.51667,10100,10408.59402,57628.5,0,6054.154512,9445.287802,0,-0.026014661,-1909.142857,-0.974927912,-0.222520934,0.960885426,0.276946202,0.433883739,-0.900968868,0.532227139,-0.846601602
15-02-2010,57628.5,45,567,19808.42857,14684.26667,2010,2,7,0,FALSE,96425,15,7,2,1,2010,0,0,0,10895,7652,8616,9251,0,7264.285714,8616,4010.213698,10895,0,8271.857143,9768,4097.471544,12798,0,10961.05,10223.5,10398.23054,57628.5,0,7264.365885,9539.409796,4.289444699,5.688544568,-2015.142857,-0.781831482,0.623489802,0.965507166,0.260376483,-0.974927912,-0.222520934,0.50279072,-0.864408174
16-02-2010,16711,61,1051,20639.85714,14910.93333,2010,2,7,1,FALSE,16711,16,7,2,1,2010,1,0,0,57628.5,0,10891,11094,9911,14266.07143,9035,19527.94071,57628.5,0,11727.39286,10313.5,13829.20501,57628.5,0,12882,10309,13238.6289,57628.5,0,19855.39942,12660.30026,-0.710021951,0.53438619,5077.357143,4.41E-15,1,0.969843197,0.243729714,8.82E-15,1,0.472759209,-0.881191653
17-02-2010,25014,49,648,23676,15400.3,2010,2,7,2,FALSE,25014,17,7,2,1,2010,2,0,0,16711,10895,3761,10285,10333,15097.5,9035,19484.14084,57628.5,0,12128.60714,10313.5,13890.7589,57628.5,0,13108.66667,10337.5,13244.21881,57628.5,0,19069.29956,12923.08259,0.496858357,5.650890721,5937.785714,0.781831482,0.623489802,0.973892236,0.227010821,0.974927912,-0.222520934,0.442168152,-0.896932174
18-02-2010,19853,63,773,25221.42857,15552.93333,2010,2,7,3,FALSE,19853,18,7,2,1,2010,3,0,0,25014,57628.5,9035,12798,15274,18133.64286,10895,19074.78292,57628.5,0,13180.67857,10616.5,14292.35912,57628.5,0,13598.03333,10538.5,13408.33357,57628.5,0,20555.47467,13707.18044,-0.206324458,1.197343664,9905.928571,0.974927912,-0.222520934,0.977653084,0.210224752,-0.433883739,-0.900968868,0.411053755,-0.911611107
19-02-2010,12611,58,921,25929.85714,15657.4,2010,2,7,4,FALSE,12611,19,7,2,1,2010,4,0,0,19853,16711,7652,10342,9477,19679.07143,16711,18648.21931,57628.5,0,13684.60714,10616.5,14401.78433,57628.5,0,13750.66667,10538.5,13454.05426,57628.5,0,20379.856,14105.60471,-0.364781141,0.648065865,11988.92857,0.433883739,-0.900968868,0.98112463,0.193376474,-0.781831482,0.623489802,0.379452844,-0.925211078
20-02-2010,0,0,0,25929.85714,13227.4,2010,2,7,5,TRUE,0,20,7,2,1,2010,5,1,0,12611,25014,0,0,57628.5,20387.5,16711,18204.07734,57628.5,0,13846.67857,10893,14374.01492,57628.5,0,13855.13333,10813,13431.87526,57628.5,0,18437.642,14008.74198,-1,0,13081.64286,-0.433883739,-0.900968868,0.984305844,0.176470973,0.781831482,0.623489802,0.347402821,-0.937715991
21-02-2010,5555,37,584,25167,12793.46667,2010,2,7,6,TRUE,5555,21,7,2,1,2010,6,1,0,0,19853,10895,11186,18573,20387.5,16711,18204.07734,57628.5,0,13846.67857,10893,14374.01492,57628.5,0,11934.18333,10538.5,10823.34409,57628.5,0,13828.2315,13101.12499,0,-0.490133089,13081.64286,-0.974927912,-0.222520934,0.987195787,0.159513252,0.433883739,-0.900968868,0.314941621,-0.949111045
22-02-2010,13427,48,666,13310.14286,13241.03333,2010,2,8,0,FALSE,13427,22,8,2,1,2010,0,0,0,5555,12611,57628.5,8616,0,19624.64286,16711,18771.22103,57628.5,0,13444.46429,9963,14532.1072,57628.5,0,11500.25,10313.5,10808.95174,57628.5,0,11759.92363,12612.35015,1.41710171,-0.767007644,12360.35714,-0.781831482,0.623489802,0.989793603,0.142508328,-0.974927912,-0.222520934,0.282107663,-0.959382753
23-02-2010,11873,47,733,12619,13341.93333,2010,2,8,1,FALSE,11873,23,8,2,1,2010,1,0,0,13427,0,16711,10891,8846,13310.14286,13427,8457.340804,25014,0,13788.10714,10893,14465.87706,57628.5,0,11947.81667,10538.5,10592.15199,57628.5,0,12176.69272,12665.10287,-0.115736948,-0.289509904,-955.9285714,-2.94E-15,1,0.992098523,0.125461233,-5.88E-15,1,0.248939809,-0.968518958
24-02-2010,22454,63,782,12253.28571,13755.8,2010,2,8,2,FALSE,22454,24,8,2,1,2010,2,0,0,11873,5555,25014,3761,10038,12619,12611,8329.820746,25014,0,13858.25,11384,14453.124,57628.5,0,12048.71667,10813,10575.9906,57628.5,0,12100.76954,12613.82244,0.891181673,-0.102342688,-2478.5,0.781831482,0.623489802,0.994109865,0.108377013,0.974927912,-0.222520934,0.215477315,-0.976508846
25-02-2010,26312,67,856,13176,13867.26667,2010,2,8,3,FALSE,26312,25,8,2,1,2010,3,0,0,22454,13427,19853,9035,22968,12253.28571,12611,7729.493876,22454,0,15193.46429,12242,14311.31778,57628.5,0,12462.58333,10893,10736.31303,57628.5,0,14689.07715,13250.72943,0.171817939,0.325341258,-5880.357143,0.974927912,-0.222520934,0.995827034,0.091260722,-0.433883739,-0.900968868,0.181759788,-0.983342961
26-02-2010,7419,36,684,12434.28571,13520,2010,2,8,4,FALSE,7419,26,8,2,1,2010,4,0,0,26312,11873,12611,7652,17837,13176,12611,9059.087813,26312,0,16427.53571,13019,14483.28935,57628.5,0,12574.05,10893,10865.72264,57628.5,0,17594.80787,14095.94549,-0.718037397,-0.411704068,-6503.071429,0.433883739,-0.900968868,0.997249521,0.074117425,-0.781831482,0.623489802,0.147827133,-0.989013215
27-02-2010,0,0,0,12434.28571,13145.23333,2010,2,8,5,TRUE,0,27,8,2,1,2010,5,1,0,7419,22454,0,0,11243,12434.28571,11873,9321.795923,26312,0,16410.89286,13019,14494.27878,57628.5,0,12226.78333,10813,10858.1957,57628.5,0,15050.8559,13663.95394,-1,0,-7953.214286,-0.433883739,-0.900968868,0.998376906,0.056952196,0.781831482,0.623489802,0.113719515,-0.993512895
28-02-2010,8419,53,736,12843.42857,13087.13333,2010,2,8,6,TRUE,8419,28,8,2,1,2010,6,1,0,0,26312,5555,10895,10162,12434.28571,11873,9321.795923,26312,0,16410.89286,13019,14494.27878,57628.5,0,11852.01667,10538.5,11084.97725,57628.5,0,11288.14192,12780.07171,0,0.515571557,-7953.214286,-0.974927912,-0.222520934,0.999208856,0.039770114,0.433883739,-0.900968868,0.0794773,-0.996836676
01-03-2010,21448,58,777,13989.28571,13802.06667,2010,3,9,0,FALSE,21448,1,9,3,1,2010,0,0,0,8419,7419,13427,57628.5,0,12843.42857,11873,9027.748314,26312,0,16234.03571,13019,14581.60302,57628.5,0,11793.91667,10538.5,11098.69995,57628.5,0,10570.85644,12498.01464,1.54757097,0.597378417,-6781.214286,-0.781831482,0.623489802,0.999745124,0.022576263,-0.974927912,-0.222520934,0.045141018,-0.998980625
