StockCode,Description,Total_Quantity_Sold,Total_Revenue,Avg_Price,First_Sale_Date,Last_Sale_Date,Num_Orders,Num_Countries_Sold,SKU_Demand_Velocity,Return_Rate,Average_Daily_Demand,Gross_Quantity,Return_Quantity,Net_Quantity,Product_Lifespan_Days
16192,PINK BALLET OPENING CUBE BOX ,3,12.9,4.3,18-12-2009,18-12-2009,1,1,3,0,3,-1,0,-1,1
16212,FUNKY GIRLZ ASST MAGNETIC MEMO PAD,366,287.01,1.677804878,02-12-2009,12-11-2010,37,3,10.45714286,0,1.057803468,170,0,170,346
16215,FUNKY GIRLZ MAGNETIC TO DO LIST ,8,5.2,0.65,03-12-2009,03-12-2009,3,1,8,0,8,-78,0,-78,1
16216,LETTER SHAPE PENCIL SHARPENER,4158,371.64,0.219550562,04-12-2009,07-12-2011,88,2,54,0.026455026,5.664850136,4158,110,4048,734
16218,CARTOON  PENCIL SHARPENERS,4629,448.13,0.453673469,08-12-2009,09-12-2011,98,4,55.10714286,0,6.323770492,4632,0,4632,732
16219,HOUSE SHAPE PENCIL SHARPENER,3357,499.55,0.555703125,06-12-2009,08-12-2011,128,6,31.37383178,0.014294223,4.579809004,3358,48,3310,733
16225,RATTLE SNAKE EGGS,1520,1271.66,1.559819277,01-12-2009,09-12-2011,165,3,11.96850394,0,2.056833559,1530,0,1530,739
16235,RECYCLED PENCIL WITH RABBIT ERASER,5827,1333.95,0.308980892,01-12-2009,09-12-2011,310,6,26.48636364,-0.043506706,7.884979702,-3057,133,-3190,739
16236,KITTY PENCIL ERASERS,2652,593.29,0.303358491,02-12-2009,08-12-2011,260,7,13.46192893,0.010502626,3.598371777,2666,28,2638,737
16237,SLEEPING CAT ERASERS,10385,2233.15,0.296495726,01-12-2009,09-12-2011,580,8,30.81602374,0.00831962,14.05277402,10938,91,10847,739
16238,PARTY TIME PENCIL ERASERS,2447,559.54,0.309662447,01-12-2009,08-12-2011,236,7,13.51933702,0,3.315718157,2525,0,2525,738
16239,BALLERINA HEART DECORATION.,347,492.17,2.655714286,02-12-2009,02-03-2010,21,2,21.6875,0,3.813186813,340,0,340,91
16254,TRANSPARENT ACRYLIC TAPE DISPENSER,941,305.66,1.266585366,11-01-2010,30-11-2011,40,2,29.40625,0,1.36574746,893,0,893,689
16259,PIECE OF CAMO STATIONERY SET,5473,766.09,0.146181818,07-12-2009,13-11-2011,55,4,107.3137255,0.05810928,7.74115983,2306,134,2172,707
17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,1211,299.35,0.279565217,04-12-2009,28-02-2011,23,2,57.66666667,0.003166227,2.67920354,1895,6,1889,452
17003,BROCADE RING PURSE ,70369,14766.42,0.302727273,01-12-2009,08-12-2011,456,7,233.7840532,0.010358343,95.35094851,71440,740,70700,738
17021,NAMASTE SWAGAT INCENSE,3720,984.24,0.294939759,22-01-2010,05-12-2011,76,2,53.14285714,0.022700815,5.446559297,3436,78,3358,683
17033,"BROCADE PURSE,SMALL ARCH BUTTON",3280,867.84,0.285362319,02-12-2009,19-10-2010,69,1,58.57142857,0.038626609,10.1863354,932,36,896,322
17038,PORCELAIN BUDAH INCENSE HOLDER,2559,254.51,0.429090909,14-12-2009,09-12-2011,55,2,46.52727273,0,3.524793388,1259,0,1259,726
17039,INLAID WOOD INCENSE HOLDER,3707,837.88,0.37744186,02-12-2009,09-08-2010,43,2,95.05128205,0,14.7689243,2480,0,2480,251
17061,ASSORTED SHAPED STENCIL FOR HENNA,52,2.08,0.04,07-12-2009,07-12-2009,1,1,52,0,52,-1146,0,-1146,1
17096,ASSORTED LAQUERED INCENSE HOLDERS,6240,1117.09,0.322368421,02-12-2009,19-07-2011,76,2,91.76470588,0,10.48739496,6195,0,6195,595
17174,ASSTD RASTA KEY-CHAINS,36,15.12,0.42,01-02-2010,24-11-2011,7,3,6,0,0.054380665,36,0,36,662
17178,FLAT PALM T-LIGHT HOLDER,133,156.65,1.234,08-12-2009,16-09-2010,24,1,5.782608696,0,0.469964664,129,0,129,283
17181,CIRCLE OF FRIENDS CANDLE HOLDER,353,642.66,3.771641791,01-12-2009,05-08-2010,65,3,7.510638298,0,1.423387097,318,0,318,248
18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,11396,1043.22,0.242972973,02-12-2009,20-07-2011,72,6,183.8064516,0.279394645,19.12080537,8590,2400,6190,596
18010,ASSORTED FRAGRANCE BATH CONFETTI,64,30.16,0.556666667,01-12-2009,28-01-2010,9,1,8,0,1.084745763,-708,0,-708,59
20615,BLUE SPOTTY PASSPORT COVER,637,1077.81,2.625306122,01-12-2009,08-12-2011,195,4,4.423611111,0,0.863143631,652,0,652,738
20616,CHERRY BLOSSOM PASSPORT COVER,283,449.26,2.098512397,01-12-2009,08-12-2011,121,2,2.858585859,0,0.383468835,287,0,287,738
20617,FIRST CLASS PASSPORT COVER ,498,992.99,2.398095238,02-12-2009,08-12-2011,105,9,5.242105263,0,0.675712347,466,0,466,737
20618,QUEEN OF THE SKIES PASSPORT COVER ,297,648.54,2.278905109,01-12-2009,06-12-2011,137,4,2.538461538,0,0.403532609,259,0,259,736
20619,TROPICAL PASSPORT COVER ,578,1014.42,2.341494845,01-12-2009,05-12-2011,194,6,3.681528662,0,0.786394558,584,0,584,735
20620,RED SPOTTY PASSPORT COVER,15,61.76,4.104285714,02-12-2009,03-02-2010,14,1,1.363636364,0,0.234375,-31,0,-31,64
20621,ECONOMY PASSPORT COVER ,207,451.67,2.358484848,02-12-2009,02-09-2010,33,2,6.677419355,0,0.752727273,372,0,372,275
20622,VIPPASSPORT COVER ,582,1127.59,2.634453125,01-12-2009,05-12-2011,128,6,5.388888889,0,0.791836735,590,0,590,735
20652,BLUE SPOTTY LUGGAGE TAG ,1516,1027.29,1.410635838,01-12-2009,08-12-2011,172,8,11.57251908,0,2.054200542,1453,0,1453,738
20653,CHERRY BLOSSOM LUGGAGE TAG,2004,528.77,1.380740741,02-12-2009,05-12-2011,81,5,28.62857143,0,2.730245232,1992,0,1992,734
20654,FIRST CLASS LUGGAGE TAG ,398,505.41,1.376033058,01-12-2009,08-12-2011,120,8,3.719626168,0,0.539295393,400,0,400,738
20655,QUEEN OF SKIES LUGGAGE TAG,414,608.48,1.70125,01-12-2009,04-12-2011,189,4,2.797297297,0,0.564032698,421,0,421,734
20657,TROPICAL LUGGAGE TAG,1877,726.47,1.323050847,01-12-2009,11-11-2011,118,6,19.75789474,0,2.639943741,1867,0,1867,711
20658,RED SPOTTY LUGGAGE TAG,1584,2251.36,1.682625698,01-12-2009,26-09-2011,353,9,6.6,0.023300971,2.381954887,1545,36,1509,665
20659,ECONOMY LUGGAGE TAG,369,533.51,1.573928571,01-12-2009,09-12-2011,138,4,3.354545455,0,0.49932341,307,0,307,739
20660,VIP LUGGAGE TAG ,71,88.75,1.25,01-12-2009,01-08-2010,26,2,3.736842105,0,0.290983607,34,0,34,244
20661,BLUE SPOTTY PURSE ,898,980.06,3.006048387,01-12-2009,01-12-2011,123,7,8.017857143,0.393333333,1.228454172,900,354,546,731
20662,FIRST CLASS HOLIDAY PURSE ,728,471.33,2.718571429,06-12-2009,24-10-2011,49,6,16.17777778,0.410958904,1.058139535,730,300,430,688
20663,QUEEN OF THE SKIES HOLIDAY PURSE ,1074,369.41,2.577727273,10-12-2009,17-10-2011,44,4,26.85,0.475425331,1.586410635,1058,503,555,677
20664,TROPICAL HOLIDAY PURSE ,57,155.41,2.712903226,15-12-2009,30-08-2011,31,1,1.9,0,0.091346154,66,0,66,624
20665,RED SPOTTY PURSE ,1335,4256.34,3.814498567,01-12-2009,09-12-2011,348,17,5.3187251,0.024150943,1.806495264,1325,32,1293,739
20666,ECONOMY HOLIDAY PURSE,911,412.45,2.408478261,08-12-2009,20-07-2011,46,4,21.69047619,0.446927374,1.544067797,895,400,495,590
20667,CHERRY BLOSSOM PURSE,40,108.69,2.64375,17-12-2009,30-08-2011,24,1,1.666666667,0,0.064308682,40,0,40,622
20668,DISCO BALL CHRISTMAS DECORATION,20951,2454.88,0.165672043,02-12-2009,09-12-2011,367,7,102.7009804,0.000143706,28.38888889,20876,3,20873,738
20669,RED HEART LUGGAGE TAG,797,1111.89,1.595590909,02-12-2009,09-12-2011,214,7,4.502824859,0,1.079945799,759,0,759,738
20670,VIP HOLIDAY PURSE,694,378.85,2.8625,08-12-2009,15-11-2011,48,3,15.77272727,0.46359584,0.980225989,673,312,361,708
20671,BLUE TEATIME PRINT BOWL ,786,1038.72,1.576783217,02-12-2009,09-12-2010,143,5,6.390243902,0,2.107238606,658,0,658,373
20672,PINK TEATIME PRINT BOWL,138,201,1.75,02-12-2009,05-03-2010,36,2,4.6,0,1.468085106,61,0,61,94
20673,STRAWBERRIES PRINT BOWL,5,6.25,1.25,01-12-2009,03-12-2009,2,1,2.5,0,1.666666667,11,0,11,3
20674,GREEN SPOTTY BOWL,3412,4348.52,1.506201717,01-12-2009,08-12-2011,463,16,10.33939394,0.004332756,4.623306233,3462,15,3447,738
20675,BLUE SPOTTY BOWL,6465,8067.83,1.507034384,01-12-2009,08-12-2011,693,22,16.12219451,0.007302602,8.760162602,6573,48,6525,738
20676,RED SPOTTY BOWL,10475,13105.7,1.550442387,01-12-2009,08-12-2011,966,23,22.00630252,0.013583138,14.19376694,10675,145,10530,738
20677,PINK SPOTTY BOWL,7774,9798.06,1.58260078,01-12-2009,08-12-2011,760,23,18.42180095,0.001770359,10.53387534,7908,14,7894,738
20678,LARGE BLACK DIAMANTE HAIRSLIDE,4,6.6,1.65,23-09-2011,23-09-2011,1,1,4,0,4,4,0,4,1
20679,EDWARDIAN PARASOL RED,6149,30020.97,6.66226257,01-12-2009,09-12-2011,715,16,15.97142857,0.00309864,8.320703654,5809,18,5791,739
20680,PINK FLOWERS CHILDS UMBRELLA,6,19.5,3.25,10-12-2009,22-01-2010,4,1,1.5,0,0.136363636,-20,0,-20,44
20681,PINK SPOTTY CHILDS UMBRELLA,1405,4757.15,3.849825073,01-12-2009,10-03-2011,341,15,6.787439614,0.024199844,3.021505376,1281,31,1250,465
20682,RED SPOTTY CHILDS UMBRELLA,3068,10171.31,3.857470489,01-12-2009,08-12-2011,589,19,8.790830946,0.018170226,4.157181572,3137,57,3080,738
20683,RAIN GIRL CHILDS UMBRELLA,1,3.25,3.25,11-12-2009,11-12-2009,1,1,1,0,1,-42,0,-42,1
20684,STRAWBERRY DREAM CHILDS UMBRELLA,580,1910.06,3.582768362,01-12-2009,22-07-2011,176,8,4.055944056,0.02303263,0.968280467,521,12,509,599
20685,RED SPOTTY COIR DOORMAT,9783,66417.47,8.403582176,01-12-2009,09-12-2011,1725,19,18.25186567,0.009217513,13.23815968,9981,92,9889,739
20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,590,2002.84,3.713978495,02-12-2009,08-12-2011,186,8,3.831168831,0.015686275,0.800542741,510,8,502,737
20688,BEAUTY SPEED EXPRESSO CUPS,464,332.9,6.004545455,04-12-2009,17-03-2010,11,2,46.4,0,4.461538462,370,0,370,104
20689,RETRO SISTERS EXPRESSO CUPS,429,614.1,6.176585366,07-12-2009,14-07-2010,41,7,12.61764706,0.025862069,1.95,464,12,452,220
20692,FLORAL ELEPHANT SOFT TOY,908,3682.76,4.89212766,01-12-2009,08-09-2010,139,6,9.869565217,0.002355713,3.219858156,849,2,847,282
20693,FLORAL DINOSAUR GREEN,33,161.89,5.207777778,02-12-2009,14-03-2010,18,2,2.0625,0.25,0.32038835,4,1,3,103
20694,FLORAL PINK MONSTER,166,622.33,4.398363636,01-12-2009,22-11-2011,54,5,3.608695652,0.070175439,0.229916898,57,4,53,722
20695,FLORAL BLUE MONSTER,142,604.58,4.856393443,01-12-2009,17-11-2011,61,4,3.227272727,0.03125,0.19804742,128,4,124,717
20696,FLORAL SOFT CAR TOY,151,617.94,4.625666667,02-12-2009,11-11-2011,60,7,2.649122807,0,0.212676056,153,0,153,710
20697,LITTLE GREEN MONSTER SOFT TOY,40,96.6,2.507142857,13-12-2009,23-11-2011,21,1,2,0,0.05625879,44,0,44,711
20698,LITTLE PINK MONSTER SOFT TOY,47,114.45,2.509090909,17-01-2010,23-11-2011,21,2,2.35,0,0.069526627,107,0,107,676
20699,MOUSEY LONG LEGS SOFT TOY,294,797.96,3.062134831,04-12-2009,05-12-2011,88,6,4.02739726,0,0.401639344,285,0,285,732
20700,GREEN CAT FLORAL CUSHION COVER ,420,1125.05,5.423398058,07-12-2009,28-09-2011,103,3,5.384615385,0.006666667,0.635400908,300,2,298,661
20701,PINK CAT FLORAL CUSHION COVER ,353,721.49,4.416,02-12-2009,30-06-2011,50,3,10.38235294,0,0.612847222,323,0,323,576
20702,PINK PADDED MOBILE,782,3296.7,4.303225806,03-12-2009,26-10-2011,245,17,4.159574468,0.013513514,1.128427128,814,11,803,693
20703,BLUE PADDED SOFT MOBILE,471,1993.47,4.260177515,01-12-2009,14-04-2011,169,15,3.623076923,0.072892938,0.942,439,32,407,500
20704,MR ROBOT SOFT TOY,361,1371.42,6.370875,06-12-2009,09-12-2011,80,9,5.640625,0.011080332,0.491825613,361,4,357,734
20705,MRS ROBOT SOFT TOY,273,996.19,5.426226415,07-12-2009,06-12-2011,53,7,5.46,0.003663004,0.373972603,273,1,272,730
20707,CRAZY DAISY HEART DECORATION,1613,1243.68,1.22405,04-12-2009,05-12-2011,199,7,10.75333333,0.004331683,2.203551913,1616,7,1609,732
20711,JUMBO BAG TOYS ,12643,25719.13,2.726691943,01-12-2009,01-12-2011,1052,14,27.72587719,0.003033448,17.29548564,12527,38,12489,731
20712,JUMBO BAG WOODLAND ANIMALS,17710,37499.37,2.738984594,01-12-2009,09-12-2011,1415,20,35.85020243,0.014166384,23.96481732,17718,251,17467,739
20713,JUMBO BAG OWLS,20814,40667.05,2.583969811,01-12-2009,09-12-2011,1314,16,46.98419865,0.013268046,28.16508796,18993,252,18741,739
20714,POSY SHOPPER BAG,1580,649.82,0.946785714,01-12-2009,12-01-2010,28,2,112.8571429,0,36.74418605,1150,0,1150,43
20715,LITTLE FLOWER SHOPPER BAG,400,424,1.06,07-01-2010,07-01-2010,1,1,400,-7.272727273,400,-55,400,-455,1
20716,PARTY FOOD SHOPPER BAG,1533,1925.04,1.444337349,01-12-2009,29-06-2011,246,8,8.286486486,0.00752909,2.661458333,1461,11,1450,576
20717,STRAWBERRY SHOPPER BAG,6296,7767.48,1.593254902,04-12-2009,09-12-2011,757,14,14.57407407,0.019709871,8.554347826,6342,125,6217,736
20718,RED SPOTTY SHOPPER BAG,13353,17457.35,1.655369458,01-12-2009,09-12-2011,1213,18,26.08007813,0.0042998,18.06901218,13489,58,13431,739
20719,WOODLAND CHARLOTTE BAG,24479,27598.42,1.152661188,01-12-2009,09-12-2011,1573,18,45.75514019,0.005411255,33.12449256,24948,135,24813,739
20721,OWLS CHARLOTTE BAG,1,0.85,0.85,07-12-2009,07-12-2009,1,1,1,0,1,2,0,2,1
20723,STRAWBERRY CHARLOTTE BAG,18296,20401.05,1.135025234,01-12-2009,09-12-2011,1379,15,35.04980843,0.010116311,24.75778078,18485,187,18298,739
20724,RED SPOTTY CHARLOTTE BAG,32197,35190.21,1.101962981,01-12-2009,09-12-2011,2035,19,56.88515901,0.009877835,43.56833559,32497,321,32176,739
20725,LUNCH BAG RED SPOTTY,40317,71106.29,2.053925566,01-12-2009,09-12-2011,3056,21,67.87373737,0.022739485,54.55615697,40942,931,40011,739
20726,LUNCH BAG WOODLAND,22118,38506.74,2.112312821,01-12-2009,09-12-2011,1926,20,38.80350877,0.045426065,29.92963464,22344,1015,21329,739
20727,LUNCH BAG  BLACK SKULL.,26678,45655.27,2.023109908,01-12-2009,09-12-2011,2351,19,46.07599309,0.044643515,36.10013532,27126,1211,25915,739
20728,LUNCH BAG CARS BLUE,24596,42270.3,1.974873266,01-12-2009,09-12-2011,2067,23,43,0.046071775,33.28281461,24744,1140,23604,739
20729,RED SPOTTY CANDY BAG,5262,1778.12,1.402066116,01-12-2009,16-06-2010,121,7,73.08333333,0.004535147,26.57575758,4851,22,4829,198
20730,STRAWBERRY CANDY BAG,2218,1011.7,1.08627451,01-12-2009,05-09-2010,102,5,36.36065574,0.005617978,7.949820789,1958,11,1947,279
20731,POSY CANDY BAG,4142,1252.92,1.402465753,07-12-2009,20-06-2011,73,3,61.82089552,0.012944222,7.383244207,4249,55,4194,561
20733,GOLD MINI TAPE MEASURE ,1927,1452.2,0.851762712,03-12-2009,09-12-2011,294,6,9.53960396,0.152983172,2.614654003,1961,300,1661,737
20734,SILVER MINI TAPE MEASURE ,1592,1470.62,1.316101695,01-12-2009,06-04-2011,117,7,15.60784314,0.000598086,3.235772358,1672,1,1671,492
20735,BLACK MINI TAPE MEASURE ,1515,1540.29,1.20519802,02-12-2009,06-12-2011,202,2,9.967105263,0,2.06122449,1074,0,1074,735
20736,PINK MINI TAPE MEASURE ,290,233.5,0.843157895,02-12-2009,14-03-2010,19,1,20.71428571,0,2.815533981,485,0,485,103
20737,RED MINI TAPE MEASURE ,1,1.7,1.7,02-12-2009,02-12-2009,1,1,1,0,1,2,0,2,1
20738,GREEN MINI TAPE MEASURE ,1610,1301.72,0.954594595,03-12-2009,29-11-2010,74,5,25.55555556,0,4.447513812,1454,0,1454,362
20739,*USB Office Glitter Lamp,1,8.65,8.65,01-12-2009,01-12-2009,1,1,1,0,1,1,0,1,1
20747,PICCADILLY TEA SET,683,9224.92,15.7237037,01-12-2009,16-05-2010,108,6,10.50769231,0.004711425,4.089820359,849,4,845,167
20748,KENSINGTON COFFEE SET,1600,14266.98,12.38322404,01-12-2009,28-11-2011,183,6,12.5,0,2.197802198,1536,0,1536,728
20749,ASSORTED COLOUR MINI CASES,3062,22097.61,8.091415584,01-12-2009,09-12-2011,766,21,7.468292683,0.004119138,4.143437077,3156,13,3143,739
20750, RED/WHITE DOT MINI CASES,3688,26866.63,8.112461707,01-12-2009,09-12-2011,909,25,8.232142857,0.005295208,4.99052774,3777,20,3757,739
20751,FUNKY WASHING UP GLOVES ASSORTED,2839,6023.26,2.320546559,01-12-2009,04-12-2011,471,13,9.041401274,0.001032347,3.867847411,2906,3,2903,734
20752,RETRO BLUE SPOTTY WASHING UP GLOVES,1500,2868.2,2.377765363,01-12-2009,27-11-2011,358,11,6.072874494,0.002018843,2.063273728,1486,3,1483,727
20753,RETRO PINK SPOT WASHING UP GLOVES,218,509,2.660714286,01-12-2009,18-01-2010,56,3,10.38095238,-0.043478261,4.448979592,-46,2,-48,49
20754,RETRO RED SPOTTY WASHING UP GLOVES,5094,10444.82,2.488578089,01-12-2009,20-11-2011,852,16,12.2746988,0.006326687,7.075,5216,33,5183,720
20755,BLUE PAISLEY POCKET BOOK,5145,1089.73,0.908114754,07-12-2009,07-12-2011,122,5,53.04123711,0,7.038303694,5162,0,5162,731
20756,GREEN FERN POCKET BOOK,5728,851.56,0.80609375,01-12-2009,22-11-2011,64,4,114.56,0,7.933518006,5575,0,5575,722
20757,RED DAISY POCKET BOOK ,5347,890.7,0.844050633,07-12-2009,27-11-2011,78,2,83.546875,0,7.416088766,5215,0,5215,721
20758,ABSTRACT CIRCLES POCKET BOOK,5425,953.42,0.818969072,01-12-2009,07-12-2011,95,4,72.33333333,0.000192419,7.360922659,5197,1,5196,737
20759,CHRYSANTHEMUM POCKET BOOK ,5777,891.13,0.772539683,17-12-2009,07-12-2011,63,3,115.54,0,8.012482663,5600,0,5600,721
20760,GARDEN PATH POCKET BOOK,5550,1313.66,0.792682927,04-12-2009,24-11-2011,81,5,88.0952381,0,7.697642164,5386,0,5386,721
20761,BLUE PAISLEY SKETCHBOOK,458,1422.46,4.008979592,01-12-2009,07-12-2011,146,5,3.578125,0.008510638,0.621438263,470,4,466,737
20762,GREEN FERN SKETCHBOOK ,458,1343.79,3.836102941,04-12-2009,06-12-2011,136,4,4.01754386,0.008583691,0.624829468,466,4,462,733
20763,DAISY SKETCHBOOK ,267,702.86,3.805945946,07-12-2009,06-12-2011,74,2,4.107692308,0.014869888,0.365753425,269,4,265,730
20764,ABSTRACT CIRCLES SKETCHBOOK ,685,2134.76,4.178865979,02-12-2009,08-12-2011,193,6,4.691780822,0.005780347,0.929443691,692,4,688,737
20765,CHRYSANTHEMUM SKETCHBOOK ,442,1265.06,3.903945578,01-12-2009,05-12-2011,146,2,3.745762712,0.011061947,0.601360544,452,5,447,735
20766,GARDEN PATH SKETCHBOOK,518,1548.47,3.951910828,04-12-2009,04-12-2011,155,5,4.211382114,0.007619048,0.708618331,525,4,521,731
20767,BLUE PAISLEY JOURNAL ,812,1741.61,2.680446927,01-12-2009,06-12-2011,179,5,5.205128205,0.008547009,1.10326087,819,7,812,736
20768,GREEN FERN JOURNAL ,767,1534.19,2.55704698,01-12-2009,06-12-2011,149,3,6.235772358,0,1.042119565,771,0,771,736
20769,DAISY JOURNAL ,438,808.81,2.561625,07-12-2009,06-12-2011,79,5,6.347826087,0,0.6,442,0,442,730
20770,ABSTRACT CIRCLE JOURNAL ,1045,2190.59,2.473762376,01-12-2009,27-11-2011,201,6,6.49068323,0.009469697,1.43741403,1056,10,1046,727
20771,CHRYSANTHEMUM  JOURNAL,606,1201.68,2.567928571,01-12-2009,06-12-2011,140,5,5.224137931,0.009538951,0.823369565,629,6,623,736
20772,GARDEN PATH JOURNAL,970,1848.73,2.511111111,02-12-2009,08-12-2011,161,6,7.698412698,0.154871795,1.31614654,975,151,824,737
20773,BLUE PAISLEY NOTEBOOK,3339,963.98,1.74225,01-12-2009,12-09-2011,117,3,34.42268041,0.000301386,5.129032258,3318,1,3317,651
20774,GREEN FERN NOTEBOOK,3484,962.48,1.739,01-12-2009,04-10-2011,119,4,36.29166667,0.000285225,5.176820208,3506,1,3505,673
20775,DAISY NOTEBOOK ,3604,926.54,1.739823009,06-12-2009,05-12-2011,112,2,40.04444444,0,4.936986301,3527,0,3527,730
20776,ABSTRACT CIRCLES NOTEBOOK,3258,832.66,1.782823529,01-12-2009,17-09-2010,84,5,57.15789474,0,11.19587629,3259,0,3259,291
20777,CHRYSANTHEMUM NOTEBOOK,3660,1262.7,1.781058824,01-12-2009,09-12-2011,169,6,27.9389313,0.000821243,4.952638701,3653,3,3650,739
