Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer_ID,Country,Unnamed:_8,Unnamed:_9,Unnamed:_10,Unnamed:_11,TotalPrice,Year,Month,Day,Week,Quarter,DayOfWeek,Hour,Recency,Frequency,Monetary,TotalItems,AvgOrderValue,DaysSinceFirst,PurchaseCount,PurchaseRate,Lag_1,Lag_7,RollingMean7,RollingStd7,ProfitEstimate,InvoiceMonth
489574,22093,MOTORING TISSUE BOX,3,1970-01-01 00:00:00.000040148,1.25,13097,United Kingdom,0.0,0.0,0.0,0.0,3.75,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,3.0,0.0,1.125,1970-01
489574,22088,PAPER BUNTING COLOURED LACE,1,1970-01-01 00:00:00.000040148,2.95,13097,United Kingdom,0.0,0.0,0.0,0.0,2.95,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,2.0,0.0,1.5,0.7071067811865476,0.885,1970-01
489574,22125,UNION JACK HOT WATER BOTTLE ,2,1970-01-01 00:00:00.000040148,5.95,13097,United Kingdom,0.0,0.0,0.0,0.0,11.9,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,2.0,0.0,3.57,1970-01
489574,22083,PAPER CHAIN KIT RETRO SPOT,5,1970-01-01 00:00:00.000040148,2.95,13097,United Kingdom,0.0,0.0,0.0,0.0,14.75,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,5.0,0.0,4.425,1970-01
489574,21417,COCKLE SHELL DISH,2,1970-01-01 00:00:00.000040148,2.1,13097,United Kingdom,0.0,0.0,0.0,0.0,4.2,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,2.0,0.0,1.26,1970-01
489574,71279,PINK GLASS CANDLEHOLDER,2,1970-01-01 00:00:00.000040148,2.95,13097,United Kingdom,0.0,0.0,0.0,0.0,5.9,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,2.0,0.0,1.77,1970-01
489574,17084J,LOVE POTION MASALA INCENSE,2,1970-01-01 00:00:00.000040148,0.21,13097,United Kingdom,0.0,0.0,0.0,0.0,0.42,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,2.0,0.0,0.126,1970-01
489574,21745,GAOLERS KEYS DECORATIVE GARDEN ,4,1970-01-01 00:00:00.000040148,3.75,13097,United Kingdom,0.0,0.0,0.0,0.0,15.0,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,4.0,0.0,4.5,1970-01
489574,21893,POTTING SHED SEED TIN,3,1970-01-01 00:00:00.000040148,4.25,13097,United Kingdom,0.0,0.0,0.0,0.0,12.75,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,3.0,0.0,3.825,1970-01
489574,22037,ROBOT BIRTHDAY CARD,24,1970-01-01 00:00:00.000040148,0.42,13097,United Kingdom,0.0,0.0,0.0,0.0,10.08,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,24.0,0.0,3.024,1970-01
489574,22035,VINTAGE CARAVAN GREETING CARD ,24,1970-01-01 00:00:00.000040148,0.42,13097,United Kingdom,0.0,0.0,0.0,0.0,10.08,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,24.0,0.0,3.024,1970-01
489574,85176,SEWING SUSAN 21 NEEDLE SET,12,1970-01-01 00:00:00.000040148,0.85,13097,United Kingdom,0.0,0.0,0.0,0.0,10.2,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,12.0,0.0,3.06,1970-01
489574,85178,VICTORIAN SEWING KIT,10,1970-01-01 00:00:00.000040148,1.25,13097,United Kingdom,0.0,0.0,0.0,0.0,12.5,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,10.0,0.0,3.75,1970-01
489574,85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,2,1970-01-01 00:00:00.000040148,5.95,13097,United Kingdom,0.0,0.0,0.0,0.0,11.9,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,2.0,0.0,3.57,1970-01
489574,85014C,BLUE/BROWN DOTS RUFFLED UMBRELLA,2,1970-01-01 00:00:00.000040148,5.95,13097,United Kingdom,0.0,0.0,0.0,0.0,11.9,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,2.0,0.0,3.57,1970-01
489574,85014D,PINK/BROWN DOTS RUFFLED UMBRELLA,2,1970-01-01 00:00:00.000040148,5.95,13097,United Kingdom,0.0,0.0,0.0,0.0,11.9,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,2.0,0.0,3.57,1970-01
489574,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,2,1970-01-01 00:00:00.000040148,5.95,13097,United Kingdom,0.0,0.0,0.0,0.0,11.9,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,2.0,0.0,3.57,1970-01
489574,40018E,TEA TIME PAPER LANTERNS,10,1970-01-01 00:00:00.000040148,1.95,13097,United Kingdom,0.0,0.0,0.0,0.0,19.5,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,10.0,0.0,5.85,1970-01
489574,40018F,CHERRY DESIGN PAPERLANTERNS,10,1970-01-01 00:00:00.000040148,1.95,13097,United Kingdom,0.0,0.0,0.0,0.0,19.5,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,10.0,0.0,5.85,1970-01
489574,72798C,SET/4 GARDEN ROSE DINNER CANDLE,1,1970-01-01 00:00:00.000040148,1.65,13097,United Kingdom,0.0,0.0,0.0,0.0,1.65,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,1.0,0.0,0.4949999999999999,1970-01
489574,22222,CAKE PLATE LOVEBIRD WHITE,2,1970-01-01 00:00:00.000040148,4.95,13097,United Kingdom,0.0,0.0,0.0,0.0,9.9,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,2.0,0.0,2.97,1970-01
489574,85232A,SET/3 POLKA DOT STACKING TINS,1,1970-01-01 00:00:00.000040148,4.95,13097,United Kingdom,0.0,0.0,0.0,0.0,4.95,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,1.0,0.0,1.485,1970-01
489574,21548,CERAMIC BIRDHOUSE FINCH BLUE ROOF,1,1970-01-01 00:00:00.000040148,2.95,13097,United Kingdom,0.0,0.0,0.0,0.0,2.95,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,1.0,0.0,0.885,1970-01
489574,21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,1,1970-01-01 00:00:00.000040148,2.95,13097,United Kingdom,0.0,0.0,0.0,0.0,2.95,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,1.0,0.0,0.885,1970-01
489575,85150,LADIES & GENTLEMEN METAL SIGN,6,1970-01-01 00:00:00.000040148,2.55,13590,United Kingdom,0.0,0.0,0.0,0.0,15.3,1970,1,1,1,1,Thursday,0,1,18,6336.04,5271,15.606009852216747,0,406,406.0,0.0,0.0,6.0,0.0,4.59,1970-01
489575,22138,BAKING SET 9 PIECE RETROSPOT ,3,1970-01-01 00:00:00.000040148,4.95,13590,United Kingdom,0.0,0.0,0.0,0.0,14.85,1970,1,1,1,1,Thursday,0,1,18,6336.04,5271,15.606009852216747,0,406,406.0,4.0,0.0,3.5,0.7071067811865476,4.455,1970-01
489575,35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,96,1970-01-01 00:00:00.000040148,0.19,13590,United Kingdom,0.0,0.0,0.0,0.0,18.24,1970,1,1,1,1,Thursday,0,1,18,6336.04,5271,15.606009852216747,0,406,406.0,0.0,0.0,96.0,0.0,5.472,1970-01
489574,21912,VINTAGE SNAKES & LADDERS,3,1970-01-01 00:00:00.000040148,3.75,13097,United Kingdom,0.0,0.0,0.0,0.0,11.25,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,3.0,0.0,3.375,1970-01
489574,21913,VINTAGE SEASIDE JIGSAW PUZZLES,3,1970-01-01 00:00:00.000040148,3.75,13097,United Kingdom,0.0,0.0,0.0,0.0,11.25,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,3.0,0.0,3.375,1970-01
489574,21888,BINGO SET,3,1970-01-01 00:00:00.000040148,3.75,13097,United Kingdom,0.0,0.0,0.0,0.0,11.25,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,3.0,0.0,3.375,1970-01
489574,21491,SET OF THREE VINTAGE GIFT WRAPS,2,1970-01-01 00:00:00.000040148,1.95,13097,United Kingdom,0.0,0.0,0.0,0.0,3.9,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,2.0,0.0,1.17,1970-01
489574,10135,COLOURING PENCILS BROWN TUBE,10,1970-01-01 00:00:00.000040148,1.25,13097,United Kingdom,0.0,0.0,0.0,0.0,12.5,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,10.0,0.0,3.75,1970-01
489574,21232,STRAWBERRY CERAMIC TRINKET BOX,4,1970-01-01 00:00:00.000040148,1.25,13097,United Kingdom,0.0,0.0,0.0,0.0,5.0,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,4.0,0.0,1.5,1970-01
489574,21231,SWEETHEART CERAMIC TRINKET BOX,1,1970-01-01 00:00:00.000040148,1.25,13097,United Kingdom,0.0,0.0,0.0,0.0,1.25,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,1.0,0.0,0.375,1970-01
489574,21098,CHRISTMAS TOILET ROLL,3,1970-01-01 00:00:00.000040148,1.25,13097,United Kingdom,0.0,0.0,0.0,0.0,3.75,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,3.0,0.0,1.125,1970-01
489574,21889,WOODEN BOX OF DOMINOES,12,1970-01-01 00:00:00.000040148,1.25,13097,United Kingdom,0.0,0.0,0.0,0.0,15.0,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,12.0,0.0,4.5,1970-01
489574,21791,VINTAGE HEADS AND TAILS CARD GAME ,10,1970-01-01 00:00:00.000040148,1.25,13097,United Kingdom,0.0,0.0,0.0,0.0,12.5,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,10.0,0.0,3.75,1970-01
489574,21918,SET 12 KIDS COLOUR  CHALK STICKS,10,1970-01-01 00:00:00.000040148,0.42,13097,United Kingdom,0.0,0.0,0.0,0.0,4.2,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,10.0,0.0,1.26,1970-01
489574,20940,SET/6 GARDEN GNOME T-LIGHT CANDLES,1,1970-01-01 00:00:00.000040148,2.95,13097,United Kingdom,0.0,0.0,0.0,0.0,2.95,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,1.0,0.0,0.885,1970-01
489574,21916,SET 12 RETRO WHITE CHALK STICKS,10,1970-01-01 00:00:00.000040148,0.42,13097,United Kingdom,0.0,0.0,0.0,0.0,4.2,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,10.0,0.0,1.26,1970-01
489574,21014,SWISS CHALET TREE DECORATION ,4,1970-01-01 00:00:00.000040148,0.85,13097,United Kingdom,0.0,0.0,0.0,0.0,3.4,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,4.0,0.0,1.02,1970-01
489574,21015,DARK BIRD HOUSE TREE DECORATION,4,1970-01-01 00:00:00.000040148,0.85,13097,United Kingdom,0.0,0.0,0.0,0.0,3.4,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,4.0,0.0,1.02,1970-01
489574,21016,LIGHT BIRD HOUSE TREE DECORATION,4,1970-01-01 00:00:00.000040148,0.85,13097,United Kingdom,0.0,0.0,0.0,0.0,3.4,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,4.0,0.0,1.02,1970-01
489574,21875,KINGS CHOICE MUG,6,1970-01-01 00:00:00.000040148,1.25,13097,United Kingdom,0.0,0.0,0.0,0.0,7.5,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,6.0,0.0,2.25,1970-01
489574,21260,FIRST AID TIN,6,1970-01-01 00:00:00.000040148,3.25,13097,United Kingdom,0.0,0.0,0.0,0.0,19.5,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,6.0,0.0,5.85,1970-01
489574,20804,GLASS CHICKEN BUTTER DISH,4,1970-01-01 00:00:00.000040148,1.65,13097,United Kingdom,0.0,0.0,0.0,0.0,6.6,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,4.0,0.0,1.98,1970-01
489574,22215,CAKE STAND WHITE TWO TIER LACE,2,1970-01-01 00:00:00.000040148,8.5,13097,United Kingdom,0.0,0.0,0.0,0.0,17.0,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,2.0,0.0,5.1,1970-01
489574,16169C,WRAP BLUE REINDEER,25,1970-01-01 00:00:00.000040148,0.42,13097,United Kingdom,0.0,0.0,0.0,0.0,10.5,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,25.0,0.0,3.15,1970-01
489574,85232D,SET/3 DECOUPAGE STACKING TINS,2,1970-01-01 00:00:00.000040148,4.95,13097,United Kingdom,0.0,0.0,0.0,0.0,9.9,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,2.0,0.0,2.97,1970-01
489574,21482,MUSHROOM BLUE HOT WATER BOTTLE,3,1970-01-01 00:00:00.000040148,2.95,13097,United Kingdom,0.0,0.0,0.0,0.0,8.850000000000001,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,3.0,0.0,2.655,1970-01
489574,21481,FAWN BLUE HOT WATER BOTTLE,2,1970-01-01 00:00:00.000040148,2.95,13097,United Kingdom,0.0,0.0,0.0,0.0,5.9,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,2.0,0.0,1.77,1970-01
489574,21554,CERAMIC BIRDHOUSE RED ROOF LARGE,1,1970-01-01 00:00:00.000040148,5.95,13097,United Kingdom,0.0,0.0,0.0,0.0,5.95,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,1.0,0.0,1.785,1970-01
489574,21553,CERAMIC BIRDHOUSE FINCH BLUE  LARGE,1,1970-01-01 00:00:00.000040148,5.95,13097,United Kingdom,0.0,0.0,0.0,0.0,5.95,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,1.0,0.0,1.785,1970-01
489574,21534,DAIRY MAID LARGE MILK JUG,3,1970-01-01 00:00:00.000040148,4.95,13097,United Kingdom,0.0,0.0,0.0,0.0,14.85,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,3.0,0.0,4.455,1970-01
489574,21917,SET 12 KIDS  WHITE CHALK STICKS,10,1970-01-01 00:00:00.000040148,0.42,13097,United Kingdom,0.0,0.0,0.0,0.0,4.2,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,10.0,0.0,1.26,1970-01
489574,48185,DOOR MAT FAIRY CAKE,1,1970-01-01 00:00:00.000040148,6.75,13097,United Kingdom,0.0,0.0,0.0,0.0,6.75,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,1.0,0.0,2.025,1970-01
489574,48187,DOOR MAT NEW ENGLAND,1,1970-01-01 00:00:00.000040148,6.75,13097,United Kingdom,0.0,0.0,0.0,0.0,6.75,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,1.0,0.0,2.025,1970-01
489574,21524,SPOTTY  HOME SWEET HOME DOORMAT,2,1970-01-01 00:00:00.000040148,6.75,13097,United Kingdom,0.0,0.0,0.0,0.0,13.5,1970,1,1,1,1,Thursday,0,1,28,13324.1,5345,13.27101593625498,0,1004,1004.0,0.0,0.0,2.0,0.0,4.05,1970-01
489573,84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,4,1970-01-01 00:00:00.000040148,3.75,15051,United Kingdom,0.0,0.0,0.0,0.0,15.0,1970,1,1,1,1,Thursday,0,1,9,3926.91,3052,13.587923875432525,0,289,289.0,0.0,0.0,4.0,0.0,4.5,1970-01
489573,84997B,RED 3 PIECE MINI DOTS CUTLERY SET,4,1970-01-01 00:00:00.000040148,3.75,15051,United Kingdom,0.0,0.0,0.0,0.0,15.0,1970,1,1,1,1,Thursday,0,1,9,3926.91,3052,13.587923875432525,0,289,289.0,0.0,0.0,4.0,0.0,4.5,1970-01
489573,22070,SMALL RETRO SPOT MUG IN BOX  RED,4,1970-01-01 00:00:00.000040148,3.75,15051,United Kingdom,0.0,0.0,0.0,0.0,15.0,1970,1,1,1,1,Thursday,0,1,9,3926.91,3052,13.587923875432525,0,289,289.0,0.0,0.0,4.0,0.0,4.5,1970-01
489573,84340,LARGE FIBRE OPTIC CHRISTMAS TREE,1,1970-01-01 00:00:00.000040148,2.55,15051,United Kingdom,0.0,0.0,0.0,0.0,2.55,1970,1,1,1,1,Thursday,0,1,9,3926.91,3052,13.587923875432525,0,289,289.0,0.0,0.0,1.0,0.0,0.7649999999999999,1970-01
489573,22071,SMALL RETRO SPOT MUG IN BOX  WHITE,4,1970-01-01 00:00:00.000040148,3.75,15051,United Kingdom,0.0,0.0,0.0,0.0,15.0,1970,1,1,1,1,Thursday,0,1,9,3926.91,3052,13.587923875432525,0,289,289.0,0.0,0.0,4.0,0.0,4.5,1970-01
489573,72008,FROSTED BOX 9 WHITE T-LIGHT CANDLES,12,1970-01-01 00:00:00.000040148,0.42,15051,United Kingdom,0.0,0.0,0.0,0.0,5.04,1970,1,1,1,1,Thursday,0,1,9,3926.91,3052,13.587923875432525,0,289,289.0,0.0,0.0,12.0,0.0,1.512,1970-01
489573,21587,COSY HOUR GIANT TUBE MATCHES,12,1970-01-01 00:00:00.000040148,2.55,15051,United Kingdom,0.0,0.0,0.0,0.0,30.6,1970,1,1,1,1,Thursday,0,1,9,3926.91,3052,13.587923875432525,0,289,289.0,0.0,0.0,12.0,0.0,9.18,1970-01
489573,84510A,SET OF 4 ENGLISH ROSE COASTERS,1,1970-01-01 00:00:00.000040148,1.25,15051,United Kingdom,0.0,0.0,0.0,0.0,1.25,1970,1,1,1,1,Thursday,0,1,9,3926.91,3052,13.587923875432525,0,289,289.0,0.0,0.0,1.0,0.0,0.375,1970-01
489573,84946,ANTIQUE SILVER TEA GLASS ETCHED,30,1970-01-01 00:00:00.000040148,1.25,15051,United Kingdom,0.0,0.0,0.0,0.0,37.5,1970,1,1,1,1,Thursday,0,1,9,3926.91,3052,13.587923875432525,0,289,289.0,0.0,0.0,30.0,0.0,11.25,1970-01
489573,84509A,ENGLISH ROSE PLACEMATS,1,1970-01-01 00:00:00.000040148,3.75,15051,United Kingdom,0.0,0.0,0.0,0.0,3.75,1970,1,1,1,1,Thursday,0,1,9,3926.91,3052,13.587923875432525,0,289,289.0,0.0,0.0,1.0,0.0,1.125,1970-01
489573,21313,GLASS HEART T-LIGHT HOLDER ,12,1970-01-01 00:00:00.000040148,0.85,15051,United Kingdom,0.0,0.0,0.0,0.0,10.2,1970,1,1,1,1,Thursday,0,1,9,3926.91,3052,13.587923875432525,0,289,289.0,0.0,0.0,12.0,0.0,3.06,1970-01
489573,21754,HOME BUILDING BLOCK WORD,5,1970-01-01 00:00:00.000040148,5.95,15051,United Kingdom,0.0,0.0,0.0,0.0,29.75,1970,1,1,1,1,Thursday,0,1,9,3926.91,3052,13.587923875432525,0,289,289.0,0.0,0.0,5.0,0.0,8.924999999999999,1970-01
489573,21888,BINGO SET,4,1970-01-01 00:00:00.000040148,3.75,15051,United Kingdom,0.0,0.0,0.0,0.0,15.0,1970,1,1,1,1,Thursday,0,1,9,3926.91,3052,13.587923875432525,0,289,289.0,3.0,0.0,3.5,0.7071067811865476,4.5,1970-01
489573,21912,VINTAGE SNAKES & LADDERS,3,1970-01-01 00:00:00.000040148,3.75,15051,United Kingdom,0.0,0.0,0.0,0.0,11.25,1970,1,1,1,1,Thursday,0,1,9,3926.91,3052,13.587923875432525,0,289,289.0,3.0,0.0,3.0,0.0,3.375,1970-01
489573,22186,RED STAR CARD HOLDER,11,1970-01-01 00:00:00.000040148,2.95,15051,United Kingdom,0.0,0.0,0.0,0.0,32.45,1970,1,1,1,1,Thursday,0,1,9,3926.91,3052,13.587923875432525,0,289,289.0,0.0,0.0,11.0,0.0,9.735,1970-01
489573,22295,HEART FILIGREE DOVE LARGE,24,1970-01-01 00:00:00.000040148,1.65,15051,United Kingdom,0.0,0.0,0.0,0.0,39.6,1970,1,1,1,1,Thursday,0,1,9,3926.91,3052,13.587923875432525,0,289,289.0,0.0,0.0,24.0,0.0,11.88,1970-01
489573,84754,S/15 SILVER GLASS BAUBLES IN BAG,12,1970-01-01 00:00:00.000040148,1.25,15051,United Kingdom,0.0,0.0,0.0,0.0,15.0,1970,1,1,1,1,Thursday,0,1,9,3926.91,3052,13.587923875432525,0,289,289.0,0.0,0.0,12.0,0.0,4.5,1970-01
489573,22034,ROBIN CHRISTMAS CARD,12,1970-01-01 00:00:00.000040148,0.42,15051,United Kingdom,0.0,0.0,0.0,0.0,5.04,1970,1,1,1,1,Thursday,0,1,9,3926.91,3052,13.587923875432525,0,289,289.0,0.0,0.0,12.0,0.0,1.512,1970-01
489573,84247C,PACK/12 BLUE REINDEER CARD,1,1970-01-01 00:00:00.000040148,2.95,15051,United Kingdom,0.0,0.0,0.0,0.0,2.95,1970,1,1,1,1,Thursday,0,1,9,3926.91,3052,13.587923875432525,0,289,289.0,0.0,0.0,1.0,0.0,0.885,1970-01
489573,22042,CHRISTMAS CARD SINGING ANGEL,12,1970-01-01 00:00:00.000040148,0.42,15051,United Kingdom,0.0,0.0,0.0,0.0,5.04,1970,1,1,1,1,Thursday,0,1,9,3926.91,3052,13.587923875432525,0,289,289.0,0.0,0.0,12.0,0.0,1.512,1970-01
